source_file,function_type,function_label,n,E2,ldpc_code_rate,ebno_db,false_positive_count,negative_trials,false_negative_count,positive_trials,fpr,fnr,max_fpr_fnr,fp_plus_fn_over_trials,max_ci95_lower,max_ci95_upper,channel_uses_per_bfc_decision,parallel_bfc_rate,frames,stopping_mode
results/noisy_channel_confirmatory/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p1p1.mat,exact-threshold,Exact threshold,42,0.1,0.5,1.1,1308,192750,470,192750,0.00678599221789883,0.00243839169909209,0.00678599221789883,0.00461219195849546,0.00636720178524203,0.00720478265055564,84.0466926070039,0.0879548878543584,500,fixed_frames
results/noisy_channel_confirmatory/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p1p2.mat,exact-threshold,Exact threshold,42,0.1,0.5,1.2,1312,192750,236,192750,0.00680674448767834,0.00122438391699092,0.00680674448767834,0.00401556420233463,0.00638810930863245,0.00722537966672423,84.0466926070039,0.0879548878543584,500,fixed_frames
results/noisy_channel_confirmatory/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p1p3.mat,exact-threshold,Exact threshold,42,0.1,0.5,1.3,1312,192750,108,192750,0.00680674448767834,0.000560311284046693,0.00680674448767834,0.00368352788586252,0.00638681667701719,0.00722667229833949,84.0466926070039,0.0879548878543584,500,fixed_frames
results/noisy_channel_confirmatory/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p1p4.mat,exact-threshold,Exact threshold,42,0.1,0.5,1.4,1312,192750,83,192750,0.00680674448767834,0.000430609597924773,0.00680674448767834,0.00361867704280156,0.00638681667701719,0.00722667229833949,84.0466926070039,0.0879548878543584,500,fixed_frames
results/noisy_channel_confirmatory/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p1p5.mat,exact-threshold,Exact threshold,42,0.1,0.5,1.5,1312,192750,32,192750,0.00680674448767834,0.000166018158236057,0.00680674448767834,0.0034863813229572,0.00638681667701719,0.00722667229833949,84.0466926070039,0.0879548878543584,500,fixed_frames
results/noisy_channel_confirmatory/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p1p6.mat,exact-threshold,Exact threshold,42,0.1,0.5,1.6,1312,192750,11,192750,0.00680674448767834,5.70687418936446e-05,0.00680674448767834,0.00343190661478599,0.00638681667701719,0.00722667229833949,84.0466926070039,0.0879548878543584,500,fixed_frames
results/noisy_channel_confirmatory/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p1p7.mat,exact-threshold,Exact threshold,42,0.1,0.5,1.7,1312,192750,14,192750,0.00680674448767834,7.2632944228275e-05,0.00680674448767834,0.00343968871595331,0.00638681667701719,0.00722667229833949,84.0466926070039,0.0879548878543584,500,fixed_frames
results/noisy_channel_confirmatory/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p1p8.mat,exact-threshold,Exact threshold,42,0.1,0.5,1.8,1311,192750,8,192750,0.00680155642023346,4.15045395590143e-05,0.00680155642023346,0.00342153047989624,0.00638191279447625,0.00722120004599068,84.0466926070039,0.0879548878543584,500,fixed_frames
results/noisy_channel_confirmatory/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p1p9.mat,exact-threshold,Exact threshold,42,0.1,0.5,1.9,1312,192750,0,192750,0.00680674448767834,0,0.00680674448767834,0.00340337224383917,0.00638681667701719,0.00735061005190774,84.0466926070039,0.0879548878543584,500,fixed_frames
results/noisy_channel_confirmatory/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p2p0.mat,exact-threshold,Exact threshold,42,0.1,0.5,2,1312,192750,4,192750,0.00680674448767834,2.07522697795071e-05,0.00680674448767834,0.00341374837872892,0.00638681667701719,0.00722667229833949,84.0466926070039,0.0879548878543584,500,fixed_frames
