family,scheme,snr_db,frames,negative_trials,positive_trials,fp,fn,fer,noiseless_fp,mean_iterations,fp_lo95,fp_hi95,fp_events,fn_lo95,fn_hi95,fn_events,fer_lo95,fer_hi95,fer_events
exact,bfc,1.1,2500,675000,675000,0.004693333333333333,0.0,0.0,0.004693333333333333,4.642,0.004539259259259259,0.004859259259259259,3168,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
exact,bfc,1.2,2500,675000,675000,0.004693333333333333,0.0,0.0,0.004693333333333333,4.5164,0.004534777777777777,0.004850444444444444,3168,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
exact,bfc,1.3,2500,675000,675000,0.004693333333333333,0.0,0.0,0.004693333333333333,4.3896,0.004525888888888889,0.004854814814814814,3168,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
exact,bfc,1.4,2500,675000,675000,0.004693333333333333,0.0,0.0,0.004693333333333333,4.3064,0.0045348148148148144,0.0048548518518518515,3168,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
exact,bfc,1.5,2500,675000,675000,0.004693333333333333,0.0,0.0,0.004693333333333333,4.21,0.00453037037037037,0.004860814814814814,3168,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
exact,bfc,1.6,2500,675000,675000,0.004693333333333333,0.0,0.0,0.004693333333333333,4.1512,0.004528851851851852,0.004856333333333333,3168,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
exact,bfc,1.7,2500,675000,675000,0.004693333333333333,0.0,0.0,0.004693333333333333,4.0436,0.004525925925925926,0.004856333333333333,3168,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
exact,bfc,1.8,2500,675000,675000,0.004693333333333333,0.0,0.0,0.004693333333333333,3.9312,0.004525925925925926,0.0048592962962962965,3168,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
exact,bfc,1.9,2500,675000,675000,0.004693333333333333,0.0,0.0,0.004693333333333333,3.8144,0.004531851851851852,0.004857777777777778,3168,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
exact,bfc,2.0,2500,675000,675000,0.004693333333333333,0.0,0.0,0.004693333333333333,3.6992,0.004521481481481481,0.0048608518518518514,3168,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
exact,bfc,2.1,2500,675000,675000,0.004693333333333333,0.0,0.0,0.004693333333333333,3.594,0.004531814814814815,0.004857777777777778,3168,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
exact,bfc,2.2,2500,675000,675000,0.004693333333333333,0.0,0.0,0.004693333333333333,3.4868,0.004536259259259259,0.0048592962962962965,3168,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
exact,bfc,2.3,2500,675000,675000,0.004693333333333333,0.0,0.0,0.004693333333333333,3.406,0.004533333333333334,0.004854814814814814,3168,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
exact,bfc,2.4,2500,675000,675000,0.004693333333333333,0.0,0.0,0.004693333333333333,3.3116,0.00453037037037037,0.004856333333333333,3168,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
exact,bfc,2.5,2500,675000,675000,0.004693333333333333,0.0,0.0,0.004693333333333333,3.2332,0.004542222222222222,0.004859333333333333,3168,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
exact,bfc,2.6,2500,675000,675000,0.004693333333333333,0.0,0.0,0.004693333333333333,3.1692,0.0045288148148148145,0.004854814814814814,3168,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
exact,bfc,2.7,2500,675000,675000,0.004693333333333333,0.0,0.0,0.004693333333333333,3.136,0.004524444444444445,0.004856333333333333,3168,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
exact,bfc,2.8,2500,675000,675000,0.004693333333333333,0.0,0.0,0.004693333333333333,3.0716,0.004525925925925926,0.004860740740740741,3168,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
exact,bfc,2.9,2500,675000,675000,0.004693333333333333,0.0,0.0,0.004693333333333333,3.0464,0.0045332962962962966,0.0048548518518518515,3168,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
exact,bfc,3.5,2500,675000,675000,0.004693333333333333,0.0,0.0,0.004693333333333333,2.5304,0.004524444444444445,0.004848925925925926,3168,0.0,0.0011975752431599984,0,0.0,0.0011975752431599984,0
