source_file,function_type,function_label,n,E2,ldpc_code_rate,ebno_db,channel_uses_per_bfc_decision,parallel_bfc_rate,frames,stopping_mode,coded_false_positive_count,coded_negative_trials,coded_false_negative_count,coded_positive_trials,coded_fpr,coded_fnr,coded_max_fpr_fnr,coded_fp_plus_fn_over_trials,coded_max_ci95_lower,coded_max_ci95_upper,coded_max_zero_event_upper95,uncoded_false_positive_count,uncoded_negative_trials,uncoded_false_negative_count,uncoded_positive_trials,uncoded_fpr,uncoded_fnr,uncoded_max_fpr_fnr,uncoded_fp_plus_fn_over_trials,uncoded_max_ci95_lower,uncoded_max_ci95_upper,uncoded_max_zero_event_upper95,noiseless_false_positive_count,noiseless_negative_trials,noiseless_false_negative_count,noiseless_positive_trials,noiseless_fpr,noiseless_fnr,noiseless_max_fpr_fnr,noiseless_fp_plus_fn_over_trials,noiseless_max_ci95_lower,noiseless_max_ci95_upper,noiseless_max_zero_event_upper95
results/noisy_channel_confirmatory_bp/waterfall/id/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p2p5.mat,id,Identification,40,0.1,0.5,2.5,80,0.254024101186092,2500,fixed_frames,3,1012500,0,1012500,2.96296296296296e-06,0,2.96296296296296e-06,1.48148148148148e-06,0,6.91358024691358e-06,NaN,0,1012500,709026,1012500,0,0.700272592592593,0.700272592592593,0.350136296296296,0.699393580246914,0.701184197530864,NaN,3,1012500,0,1012500,2.96296296296296e-06,0,2.96296296296296e-06,1.48148148148148e-06,0,6.91358024691358e-06,NaN
results/noisy_channel_confirmatory_bp/waterfall/id/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p2p6.mat,id,Identification,40,0.1,0.5,2.6,80,0.254024101186092,2500,fixed_frames,3,1012500,0,1012500,2.96296296296296e-06,0,2.96296296296296e-06,1.48148148148148e-06,0,6.91358024691358e-06,NaN,0,1012500,690093,1012500,0,0.681573333333333,0.681573333333333,0.340786666666667,0.680651851851852,0.682457283950617,NaN,3,1012500,0,1012500,2.96296296296296e-06,0,2.96296296296296e-06,1.48148148148148e-06,0,6.91358024691358e-06,NaN
results/noisy_channel_confirmatory_bp/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p0p5.mat,exact-threshold,Exact threshold,42,0.1,0.5,0.5,84.0466926070039,0.0879548878543584,2500,fixed_frames,6393,963750,928043,963750,0.00663346303501946,0.962949935149157,0.962949935149157,0.484791699092088,0.962396770106677,0.963477914405156,NaN,6467,963750,894615,963750,0.00671024643320363,0.928264591439689,0.928264591439689,0.467487418936446,0.927757151128885,0.928755678316251,NaN,6454,963750,0,963750,0.00669675745784695,0,0.00669675745784695,0.00334837872892348,0.0065348897535668,0.00685433957722234,NaN
results/noisy_channel_confirmatory_bp/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p0p6.mat,exact-threshold,Exact threshold,42,0.1,0.5,0.6,84.0466926070039,0.0879548878543584,2500,fixed_frames,6454,963750,888821,963750,0.00669675745784695,0.922252658884566,0.922252658884566,0.464474708171206,0.919032104094465,0.925257277332409,NaN,6448,963750,887795,963750,0.0066905317769131,0.921188067444877,0.921188067444877,0.463939299610895,0.920621086434356,0.92172475727702,NaN,6454,963750,0,963750,0.00669675745784695,0,0.00669675745784695,0.00334837872892348,0.00654336039845392,0.0068578152530097,NaN
results/noisy_channel_confirmatory_bp/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p0p7.mat,exact-threshold,Exact threshold,42,0.1,0.5,0.7,84.0466926070039,0.0879548878543584,2500,fixed_frames,6422,963750,526439,963750,0.00666355382619974,0.546240207522698,0.546240207522698,0.276451880674449,0.531180836504111,0.560916792223371,NaN,6389,963750,881839,963750,0.00662931258106355,0.91500804150454,0.91500804150454,0.460818677042802,0.914479657258713,0.915565779316184,NaN,6454,963750,0,963750,0.00669675745784695,0,0.00669675745784695,0.00334837872892348,0.00653503893214683,0.00685335887216851,NaN
results/noisy_channel_confirmatory_bp/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p0p8.mat,exact-threshold,Exact threshold,42,0.1,0.5,0.8,84.0466926070039,0.0879548878543584,2500,fixed_frames,6438,963750,34199,963750,0.00668015564202335,0.0354853437094682,0.0354853437094682,0.0210827496757458,0.0306273851447117,0.040581806409707,NaN,6373,963750,874921,963750,0.00661271076523995,0.907829831387808,0.907829831387808,0.457221271076524,0.907292752901382,0.908405437402531,NaN,6454,963750,0,963750,0.00669675745784695,0,0.00669675745784695,0.00334837872892348,0.00654307524536532,0.00685677049015325,NaN
results/noisy_channel_confirmatory_bp/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p0p9.mat,exact-threshold,Exact threshold,42,0.1,0.5,0.9,84.0466926070039,0.0879548878543584,2500,fixed_frames,6452,963750,584,963750,0.006694682230869,0.000605966277561608,0.006694682230869,0.0036503242542153,0.00652544966874705,0.00685951330762183,NaN,6435,963750,867828,963750,0.00667704280155642,0.900470038910506,0.900470038910506,0.453573540856031,0.899851824488805,0.901041137053647,NaN,6454,963750,0,963750,0.00669675745784695,0,0.00669675745784695,0.00334837872892348,0.00653931840420708,0.0068545956193261,NaN
results/noisy_channel_confirmatory_bp/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p1p0.mat,exact-threshold,Exact threshold,42,0.1,0.5,1,84.0466926070039,0.0879548878543584,2500,fixed_frames,6452,963750,383,963750,0.006694682230869,0.000397405966277562,0.006694682230869,0.00354604409857328,0.00653609013350268,0.00686059360943799,NaN,6467,963750,858820,963750,0.00671024643320363,0.891123216601816,0.891123216601816,0.44891673151751,0.890464632922662,0.891722785427454,NaN,6454,963750,0,963750,0.00669675745784695,0,0.00669675745784695,0.00334837872892348,0.00653595449423396,0.00685171733942098,NaN
results/noisy_channel_confirmatory_bp/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p1p1.mat,exact-threshold,Exact threshold,42,0.1,0.5,1.1,84.0466926070039,0.0879548878543584,2500,fixed_frames,6453,963750,372,963750,0.00669571984435798,0.000385992217898833,0.00669571984435798,0.0035408560311284,0.00653800937796044,0.00685544118867768,NaN,6317,963750,850430,963750,0.00655460440985733,0.882417639429313,0.882417639429313,0.444486121919585,0.881762435410571,0.883078410844227,NaN,6454,963750,0,963750,0.00669675745784695,0,0.00669675745784695,0.00334837872892348,0.00654315671514026,0.00686082141007935,NaN
results/noisy_channel_confirmatory_bp/waterfall/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p1p2.mat,exact-threshold,Exact threshold,42,0.1,0.5,1.2,84.0466926070039,0.0879548878543584,2500,fixed_frames,6463,963750,688,963750,0.00670609597924773,0.000713878080415045,0.00670609597924773,0.00370998702983139,0.00655049473719162,0.00688433691436445,NaN,6607,963750,842037,963750,0.00685551232166018,0.873708949416342,0.873708949416342,0.440282230869001,0.873043559466246,0.874372245141904,NaN,6454,963750,0,963750,0.00669675745784695,0,0.00669675745784695,0.00334837872892348,0.00654112900882803,0.0068580073903357,NaN
