function_type,sweep_type,source_summary,source_point,n,K,m,E2,ldpc_code_rate,ebno_db,false_positive_count,negative_trials,false_negative_count,positive_trials,fpr,fnr,max_fpr_fnr,fp_plus_fn_over_trials,channel_uses_per_bfc_decision,parallel_bfc_rate,frames,tuples,inference_status
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p05_Rc_0p5/points/result_n_36_awgn_ebno_p0p0.mat,36,7,126,0.05,0.5,0,1330,45000,43394,45000,0.0295555555555556,0.964311111111111,0.964311111111111,0.496933333333333,72,0.0969066656041655,100,90000,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p05_Rc_0p5/points/result_n_36_awgn_ebno_p0p25.mat,36,7,126,0.05,0.5,0.25,1337,45000,43247,45000,0.0297111111111111,0.961044444444444,0.961044444444444,0.495377777777778,72,0.0969066656041655,100,90000,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p05_Rc_0p5/points/result_n_36_awgn_ebno_p0p5.mat,36,7,126,0.05,0.5,0.5,1314,45000,42747,45000,0.0292,0.949933333333333,0.949933333333333,0.489566666666667,72,0.0969066656041655,100,90000,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p05_Rc_0p5/points/result_n_36_awgn_ebno_p0p75.mat,36,7,126,0.05,0.5,0.75,1320,45000,33421,45000,0.0293333333333333,0.742688888888889,0.742688888888889,0.386011111111111,72,0.0969066656041655,100,90000,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p05_Rc_0p5/points/result_n_36_awgn_ebno_p1p0.mat,36,7,126,0.05,0.5,1,1381,46800,205,46800,0.029508547008547,0.00438034188034188,0.029508547008547,0.0169444444444444,72,0.0969066656041655,104,93600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p05_Rc_0p5/points/result_n_36_awgn_ebno_p1p25.mat,36,7,126,0.05,0.5,1.25,7501,255600,200,255600,0.0293466353677621,0.000782472613458529,0.0293466353677621,0.0150645539906103,72,0.0969066656041655,568,511200,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p05_Rc_0p5/points/result_n_36_awgn_ebno_p1p5.mat,36,7,126,0.05,0.5,1.5,29523,1000800,147,1000800,0.0294994004796163,0.000146882494004796,0.0294994004796163,0.0148231414868106,72,0.0969066656041655,2224,2001600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p05_Rc_0p5/points/result_n_36_awgn_ebno_p1p75.mat,36,7,126,0.05,0.5,1.75,29523,1000800,49,1000800,0.0294994004796163,4.89608313349321e-05,0.0294994004796163,0.0147741806554756,72,0.0969066656041655,2224,2001600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p05_Rc_0p5/points/result_n_36_awgn_ebno_p2p0.mat,36,7,126,0.05,0.5,2,29525,1000800,13,1000800,0.0295013988808953,1.29896083133493e-05,0.0295013988808953,0.0147571942446043,72,0.0969066656041655,2224,2001600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p05_Rc_0p5/points/result_n_36_awgn_ebno_p2p25.mat,36,7,126,0.05,0.5,2.25,29525,1000800,2,1000800,0.0295013988808953,1.99840127897682e-06,0.0295013988808953,0.0147516986410871,72,0.0969066656041655,2224,2001600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p05_Rc_0p5/points/result_n_36_awgn_ebno_p2p5.mat,36,7,126,0.05,0.5,2.5,29525,1000800,1,1000800,0.0295013988808953,9.99200639488409e-07,0.0295013988808953,0.0147511990407674,72,0.0969066656041655,2224,2001600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p05_Rc_0p5/points/result_n_36_awgn_ebno_p2p75.mat,36,7,126,0.05,0.5,2.75,29525,1000800,2,1000800,0.0295013988808953,1.99840127897682e-06,0.0295013988808953,0.0147516986410871,72,0.0969066656041655,2224,2001600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p05_Rc_0p5/points/result_n_36_awgn_ebno_p3p0.mat,36,7,126,0.05,0.5,3,29525,1000800,0,1000800,0.0295013988808953,0,0.0295013988808953,0.0147506994404476,72,0.0969066656041655,2224,2001600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p1_Rc_0p5/points/result_n_36_awgn_ebno_p0p0.mat,36,5,90,0.1,0.5,0,687,45000,43930,45000,0.0152666666666667,0.976222222222222,0.976222222222222,0.495744444444444,72,0.0901646263379121,100,90000,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p1_Rc_0p5/points/result_n_36_awgn_ebno_p0p25.mat,36,5,90,0.1,0.5,0.25,682,45000,43741,45000,0.0151555555555556,0.972022222222222,0.972022222222222,0.493588888888889,72,0.0901646263379121,100,90000,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p1_Rc_0p5/points/result_n_36_awgn_ebno_p0p5.mat,36,5,90,0.1,0.5,0.5,669,45000,43213,45000,0.0148666666666667,0.960288888888889,0.960288888888889,0.487577777777778,72,0.0901646263379121,100,90000,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p1_Rc_0p5/points/result_n_36_awgn_ebno_p0p75.mat,36,5,90,0.1,0.5,0.75,667,45000,35044,45000,0.0148222222222222,0.778755555555556,0.778755555555556,0.396788888888889,72,0.0901646263379121,100,90000,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p1_Rc_0p5/points/result_n_36_awgn_ebno_p1p0.mat,36,5,90,0.1,0.5,1,855,54000,204,54000,0.0158333333333333,0.00377777777777778,0.0158333333333333,0.00980555555555556,72,0.0901646263379121,120,108000,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p1_Rc_0p5/points/result_n_36_awgn_ebno_p1p25.mat,36,5,90,0.1,0.5,1.25,4189,270000,201,270000,0.0155148148148148,0.000744444444444444,0.0155148148148148,0.00812962962962963,72,0.0901646263379121,600,540000,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p1_Rc_0p5/points/result_n_36_awgn_ebno_p1p5.mat,36,5,90,0.1,0.5,1.5,15346,1000800,158,1000800,0.0153337330135891,0.000157873701039169,0.0153337330135891,0.00774580335731415,72,0.0901646263379121,2224,2001600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p1_Rc_0p5/points/result_n_36_awgn_ebno_p1p75.mat,36,5,90,0.1,0.5,1.75,15347,1000800,29,1000800,0.0153347322142286,2.89768185451639e-05,0.0153347322142286,0.00768185451638689,72,0.0901646263379121,2224,2001600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p1_Rc_0p5/points/result_n_36_awgn_ebno_p2p0.mat,36,5,90,0.1,0.5,2,15346,1000800,10,1000800,0.0153337330135891,9.99200639488409e-06,0.0153337330135891,0.00767186250999201,72,0.0901646263379121,2224,2001600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p1_Rc_0p5/points/result_n_36_awgn_ebno_p2p25.mat,36,5,90,0.1,0.5,2.25,15346,1000800,5,1000800,0.0153337330135891,4.99600319744205e-06,0.0153337330135891,0.00766936450839329,72,0.0901646263379121,2224,2001600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p1_Rc_0p5/points/result_n_36_awgn_ebno_p2p5.mat,36,5,90,0.1,0.5,2.5,15346,1000800,0,1000800,0.0153337330135891,0,0.0153337330135891,0.00766686650679456,72,0.0901646263379121,2224,2001600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p1_Rc_0p5/points/result_n_36_awgn_ebno_p2p75.mat,36,5,90,0.1,0.5,2.75,15346,1000800,0,1000800,0.0153337330135891,0,0.0153337330135891,0.00766686650679456,72,0.0901646263379121,2224,2001600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p1_Rc_0p5/points/result_n_36_awgn_ebno_p3p0.mat,36,5,90,0.1,0.5,3,15346,1000800,0,1000800,0.0153337330135891,0,0.0153337330135891,0.00766686650679456,72,0.0901646263379121,2224,2001600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p15_Rc_0p5/points/result_n_36_awgn_ebno_p0p0.mat,36,3,54,0.15,0.5,0,255,45000,44006,45000,0.00566666666666667,0.977911111111111,0.977911111111111,0.491788888888889,72,0.0799289930856037,100,90000,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p15_Rc_0p5/points/result_n_36_awgn_ebno_p0p25.mat,36,3,54,0.15,0.5,0.25,250,45000,43743,45000,0.00555555555555556,0.972066666666667,0.972066666666667,0.488811111111111,72,0.0799289930856037,100,90000,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p15_Rc_0p5/points/result_n_36_awgn_ebno_p0p5.mat,36,3,54,0.15,0.5,0.5,228,45000,43072,45000,0.00506666666666667,0.957155555555556,0.957155555555556,0.481111111111111,72,0.0799289930856037,100,90000,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p15_Rc_0p5/points/result_n_36_awgn_ebno_p0p75.mat,36,3,54,0.15,0.5,0.75,218,45000,33215,45000,0.00484444444444444,0.738111111111111,0.738111111111111,0.371477777777778,72,0.0799289930856037,100,90000,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p15_Rc_0p5/points/result_n_36_awgn_ebno_p1p0.mat,36,3,54,0.15,0.5,1,302,55800,208,55800,0.00541218637992832,0.00372759856630824,0.00541218637992832,0.00456989247311828,72,0.0799289930856037,124,111600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p15_Rc_0p5/points/result_n_36_awgn_ebno_p1p25.mat,36,3,54,0.15,0.5,1.25,1408,262800,200,262800,0.00535768645357686,0.00076103500761035,0.00535768645357686,0.00305936073059361,72,0.0799289930856037,584,525600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p15_Rc_0p5/points/result_n_36_awgn_ebno_p1p5.mat,36,3,54,0.15,0.5,1.5,5317,1000800,164,1000800,0.00531274980015987,0.000163868904876099,0.00531274980015987,0.00273830935251799,72,0.0799289930856037,2224,2001600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p15_Rc_0p5/points/result_n_36_awgn_ebno_p1p75.mat,36,3,54,0.15,0.5,1.75,5316,1000800,29,1000800,0.00531175059952038,2.89768185451639e-05,0.00531175059952038,0.00267036370903277,72,0.0799289930856037,2224,2001600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p15_Rc_0p5/points/result_n_36_awgn_ebno_p2p0.mat,36,3,54,0.15,0.5,2,5318,1000800,4,1000800,0.00531374900079936,3.99680255795364e-06,0.00531374900079936,0.00265887290167866,72,0.0799289930856037,2224,2001600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p15_Rc_0p5/points/result_n_36_awgn_ebno_p2p25.mat,36,3,54,0.15,0.5,2.25,5318,1000800,2,1000800,0.00531374900079936,1.99840127897682e-06,0.00531374900079936,0.00265787370103917,72,0.0799289930856037,2224,2001600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p15_Rc_0p5/points/result_n_36_awgn_ebno_p2p5.mat,36,3,54,0.15,0.5,2.5,5318,1000800,1,1000800,0.00531374900079936,9.99200639488409e-07,0.00531374900079936,0.00265737410071942,72,0.0799289930856037,2224,2001600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p15_Rc_0p5/points/result_n_36_awgn_ebno_p2p75.mat,36,3,54,0.15,0.5,2.75,5318,1000800,0,1000800,0.00531374900079936,0,0.00531374900079936,0.00265687450039968,72,0.0799289930856037,2224,2001600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p15_Rc_0p5/points/result_n_36_awgn_ebno_p3p0.mat,36,3,54,0.15,0.5,3,5318,1000800,1,1000800,0.00531374900079936,9.99200639488409e-07,0.00531374900079936,0.00265737410071942,72,0.0799289930856037,2224,2001600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p2_Rc_0p5/points/result_n_36_awgn_ebno_p0p0.mat,36,2,36,0.2,0.5,0,201,75600,73064,75600,0.00265873015873016,0.966455026455026,0.966455026455026,0.484556878306878,72,0.071804513908921,168,151200,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p2_Rc_0p5/points/result_n_36_awgn_ebno_p0p25.mat,36,2,36,0.2,0.5,0.25,200,81000,77438,81000,0.00246913580246914,0.956024691358025,0.956024691358025,0.479246913580247,72,0.071804513908921,180,162000,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p2_Rc_0p5/points/result_n_36_awgn_ebno_p0p5.mat,36,2,36,0.2,0.5,0.5,201,73800,69339,73800,0.00272357723577236,0.939552845528455,0.939552845528455,0.471138211382114,72,0.071804513908921,164,147600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p2_Rc_0p5/points/result_n_36_awgn_ebno_p0p75.mat,36,2,36,0.2,0.5,0.75,203,88200,57947,88200,0.0023015873015873,0.656995464852608,0.656995464852608,0.329648526077097,72,0.071804513908921,196,176400,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p2_Rc_0p5/points/result_n_36_awgn_ebno_p1p0.mat,36,2,36,0.2,0.5,1,200,93600,362,93600,0.00213675213675214,0.00386752136752137,0.00386752136752137,0.00300213675213675,72,0.071804513908921,208,187200,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p2_Rc_0p5/points/result_n_36_awgn_ebno_p1p25.mat,36,2,36,0.2,0.5,1.25,797,340200,203,340200,0.00234273956496179,0.000596707818930041,0.00234273956496179,0.00146972369194591,72,0.071804513908921,756,680400,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p2_Rc_0p5/points/result_n_36_awgn_ebno_p1p5.mat,36,2,36,0.2,0.5,1.5,2427,1000800,155,1000800,0.00242505995203837,0.000154876099120703,0.00242505995203837,0.00128996802557954,72,0.071804513908921,2224,2001600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p2_Rc_0p5/points/result_n_36_awgn_ebno_p1p75.mat,36,2,36,0.2,0.5,1.75,2427,1000800,36,1000800,0.00242505995203837,3.59712230215827e-05,0.00242505995203837,0.00123051558752998,72,0.071804513908921,2224,2001600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p2_Rc_0p5/points/result_n_36_awgn_ebno_p2p0.mat,36,2,36,0.2,0.5,2,2427,1000800,4,1000800,0.00242505995203837,3.99680255795364e-06,0.00242505995203837,0.00121452837729816,72,0.071804513908921,2224,2001600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p2_Rc_0p5/points/result_n_36_awgn_ebno_p2p25.mat,36,2,36,0.2,0.5,2.25,2427,1000800,1,1000800,0.00242505995203837,9.99200639488409e-07,0.00242505995203837,0.00121302957633893,72,0.071804513908921,2224,2001600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p2_Rc_0p5/points/result_n_36_awgn_ebno_p2p5.mat,36,2,36,0.2,0.5,2.5,2427,1000800,2,1000800,0.00242505995203837,1.99840127897682e-06,0.00242505995203837,0.00121352917665867,72,0.071804513908921,2224,2001600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p2_Rc_0p5/points/result_n_36_awgn_ebno_p2p75.mat,36,2,36,0.2,0.5,2.75,2427,1000800,0,1000800,0.00242505995203837,0,0.00242505995203837,0.00121252997601918,72,0.071804513908921,2224,2001600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p2_Rc_0p5/points/result_n_36_awgn_ebno_p3p0.mat,36,2,36,0.2,0.5,3,2427,1000800,0,1000800,0.00242505995203837,0,0.00242505995203837,0.00121252997601918,72,0.071804513908921,2224,2001600,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p05_Rc_0p5/points/result_n_42_awgn_ebno_p0p0.mat,42,13,273,0.05,0.5,0,720,38550,37805,38550,0.0186770428015564,0.980674448767834,0.980674448767834,0.499675745784695,84.0466926070039,0.0962888233896482,100,77100,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p05_Rc_0p5/points/result_n_42_awgn_ebno_p0p25.mat,42,13,273,0.05,0.5,0.25,681,38550,37726,38550,0.0176653696498054,0.978625162127108,0.978625162127108,0.498145265888457,84.0466926070039,0.0962888233896482,100,77100,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p05_Rc_0p5/points/result_n_42_awgn_ebno_p0p5.mat,42,13,273,0.05,0.5,0.5,674,38550,37613,38550,0.0174837872892348,0.975693904020752,0.975693904020752,0.496588845654994,84.0466926070039,0.0962888233896482,100,77100,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p05_Rc_0p5/points/result_n_42_awgn_ebno_p0p75.mat,42,13,273,0.05,0.5,0.75,665,38550,29310,38550,0.0172503242542153,0.760311284046693,0.760311284046693,0.388780804150454,84.0466926070039,0.0962888233896482,100,77100,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p05_Rc_0p5/points/result_n_42_awgn_ebno_p1p0.mat,42,13,273,0.05,0.5,1,701,40092,202,40092,0.0174847849945126,0.00503841165319765,0.0174847849945126,0.0112615983238551,84.0466926070039,0.0962888233896482,104,80184,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p05_Rc_0p5/points/result_n_42_awgn_ebno_p1p25.mat,42,13,273,0.05,0.5,1.25,4213,243636,200,243636,0.0172921899883433,0.000820896747607086,0.0172921899883433,0.00905654336797518,84.0466926070039,0.0962888233896482,632,487272,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p05_Rc_0p5/points/result_n_42_awgn_ebno_p1p5.mat,42,13,273,0.05,0.5,1.5,17555,1000758,196,1000758,0.0175417033888313,0.000195851544529247,0.0175417033888313,0.00886877746668026,84.0466926070039,0.0962888233896482,2596,2001516,pilot; adaptive/event-or-cap stopping
exact-threshold,e2,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/summary_noisy_channel_tradeoff.mat,results/noisy_channel_tradeoffs/server_full/exact-threshold/e2/E2_0p05_Rc_0p5/points/result_n_42_awgn_ebno_p1p75.mat,42,13,273,0.05,0.5,1.75,17548,1000758,60,1000758,0.0175347086908124,5.99545544477286e-05,0.0175347086908124,0.00879733162263005,84.0466926070039,0.0962888233896482,2596,2001516,pilot; adaptive/event-or-cap stopping
