family,scheme,snr_db,frames,negative_trials,positive_trials,fp,fn,fer,noiseless_fp,mean_iterations,balanced_error,noiseless_balanced_error,fp_lo95,fp_hi95,fp_events,fn_lo95,fn_hi95,fn_events,fer_lo95,fer_hi95,fer_events,balanced_error_lo95,balanced_error_hi95,balanced_error_events
id,bfc,1.3,10000,2700000,2700000,1.4814814814814815e-06,0.0,0.0,1.4814814814814815e-06,4.4126,7.407407407407407e-07,7.407407407407407e-07,3.7037037037037036e-07,3.3333333333333333e-06,4,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,1.8518518518518518e-07,1.6666666666666667e-06,4
id,bfc,1.4,10000,2700000,2700000,1.4814814814814815e-06,0.0,0.0,1.4814814814814815e-06,4.3164,7.407407407407407e-07,7.407407407407407e-07,3.7037037037037036e-07,2.962962962962963e-06,4,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,1.8518518518518518e-07,1.4814814814814815e-06,4
id,bfc,1.5,10000,2700000,2700000,1.4814814814814815e-06,0.0,0.0,1.4814814814814815e-06,4.2156,7.407407407407407e-07,7.407407407407407e-07,3.7037037037037036e-07,2.962962962962963e-06,4,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,1.8518518518518518e-07,1.6666666666666667e-06,4
id,bfc,1.6,10000,2700000,2700000,1.4814814814814815e-06,0.0,0.0,1.4814814814814815e-06,4.13,7.407407407407407e-07,7.407407407407407e-07,3.7037037037037036e-07,2.962962962962963e-06,4,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,1.8518518518518518e-07,1.4814814814814815e-06,4
id,bfc,1.7,10000,2700000,2700000,1.4814814814814815e-06,0.0,0.0,1.4814814814814815e-06,4.0457,7.407407407407407e-07,7.407407407407407e-07,3.7037037037037036e-07,2.962962962962963e-06,4,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,1.8518518518518518e-07,1.4814814814814815e-06,4
id,bfc,1.8,10000,2700000,2700000,1.4814814814814815e-06,0.0,0.0,1.4814814814814815e-06,3.9381,7.407407407407407e-07,7.407407407407407e-07,3.7037037037037036e-07,2.962962962962963e-06,4,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,1.8518518518518518e-07,1.4814814814814815e-06,4
id,bfc,1.9,10000,2700000,2700000,1.4814814814814815e-06,0.0,0.0,1.4814814814814815e-06,3.8188,7.407407407407407e-07,7.407407407407407e-07,3.7037037037037036e-07,2.962962962962963e-06,4,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,1.8518518518518518e-07,1.4814814814814815e-06,4
id,bfc,2.0,10000,2700000,2700000,1.4814814814814815e-06,0.0,0.0,1.4814814814814815e-06,3.715,7.407407407407407e-07,7.407407407407407e-07,0.0,2.962962962962963e-06,4,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,1.8518518518518518e-07,1.4861111111110858e-06,4
id,bfc,2.1,10000,2700000,2700000,1.4814814814814815e-06,0.0,0.0,1.4814814814814815e-06,3.5975,7.407407407407407e-07,7.407407407407407e-07,3.7037037037037036e-07,2.962962962962963e-06,4,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,1.8055555555555583e-07,1.4814814814814815e-06,4
id,bfc,2.2,10000,2700000,2700000,1.4814814814814815e-06,0.0,0.0,1.4814814814814815e-06,3.4826,7.407407407407407e-07,7.407407407407407e-07,3.7037037037037036e-07,2.962962962962963e-06,4,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,1.8518518518518518e-07,1.4814814814814815e-06,4
id,bfc,2.3,10000,2700000,2700000,1.4814814814814815e-06,0.0,0.0,1.4814814814814815e-06,3.3875,7.407407407407407e-07,7.407407407407407e-07,3.7037037037037036e-07,2.962962962962963e-06,4,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,1.8518518518518518e-07,1.4814814814814815e-06,4
id,bfc,2.4,10000,2700000,2700000,1.4814814814814815e-06,0.0,0.0,1.4814814814814815e-06,3.31,7.407407407407407e-07,7.407407407407407e-07,3.7037037037037036e-07,2.962962962962963e-06,4,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,1.8518518518518518e-07,1.6666666666666667e-06,4
id,bfc,2.5,10000,2700000,2700000,1.4814814814814815e-06,0.0,0.0,1.4814814814814815e-06,3.2305,7.407407407407407e-07,7.407407407407407e-07,3.7037037037037036e-07,2.962962962962963e-06,4,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,1.8518518518518518e-07,1.4814814814814815e-06,4
id,bfc,2.6,10000,2700000,2700000,1.4814814814814815e-06,0.0,0.0,1.4814814814814815e-06,3.1833,7.407407407407407e-07,7.407407407407407e-07,3.7037037037037036e-07,2.962962962962963e-06,4,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,1.8518518518518518e-07,1.6666666666666667e-06,4
id,bfc,2.7,10000,2700000,2700000,1.4814814814814815e-06,0.0,0.0,1.4814814814814815e-06,3.1239,7.407407407407407e-07,7.407407407407407e-07,3.7037037037037036e-07,2.962962962962963e-06,4,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,1.8518518518518518e-07,1.4814814814814815e-06,4
id,bfc,2.8,10000,2700000,2700000,1.4814814814814815e-06,0.0,0.0,1.4814814814814815e-06,3.079,7.407407407407407e-07,7.407407407407407e-07,3.7037037037037036e-07,2.962962962962963e-06,4,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,1.8518518518518518e-07,1.4814814814814815e-06,4
id,bfc,2.9,10000,2700000,2700000,1.4814814814814815e-06,0.0,0.0,1.4814814814814815e-06,3.0326,7.407407407407407e-07,7.407407407407407e-07,3.7037037037037036e-07,2.962962962962963e-06,4,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,1.8518518518518518e-07,1.6666666666666667e-06,4
id,bfc,3.5,10000,2700000,2700000,1.4814814814814815e-06,0.0,0.0,1.4814814814814815e-06,2.5303,7.407407407407407e-07,7.407407407407407e-07,3.7037037037037036e-07,2.962962962962963e-06,4,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,1.8518518518518518e-07,1.4814814814814815e-06,4
rank,bfc,-5.5,10000,2700000,2700000,2.4814814814814816e-05,0.9972588888888889,1.0,1.7407407407407406e-05,50.0,0.49864185185185184,8.703703703703703e-06,1.925925925925926e-05,3.074074074074074e-05,67,0.9971925925925926,0.9973214907407407,2692599,1.0,1.0,10000,0.49861036574074075,0.49867537037037035,2692666
rank,bfc,-4.9,10000,2700000,2700000,1.7777777777777777e-05,0.7996662962962963,1.0,1.7407407407407406e-05,50.0,0.399842037037037,8.703703703703703e-06,1.2962962962962962e-05,2.296296296296296e-05,48,0.7976024907407407,0.8016894074074075,2159099,1.0,1.0,10000,0.39877847222222224,0.40089725000000004,2159147
rank,bfc,-4.8,10000,2700000,2700000,1.888888888888889e-05,0.5996551851851852,1.0,1.7407407407407406e-05,50.0,0.299837037037037,8.703703703703703e-06,1.3703703703703704e-05,2.4444444444444445e-05,51,0.59720775,0.6019059166666667,1619069,1.0,1.0,10000,0.2986148055555556,0.30100139814814814,1619120
rank,bfc,-4.7,10000,2700000,2700000,2.148148148148148e-05,0.37237777777777775,0.9997,1.7407407407407406e-05,50.0,0.18619962962962963,8.703703703703703e-06,1.5925925925925926e-05,2.7407407407407408e-05,58,0.3696210277777778,0.37505083333333333,1005420,0.9993,1.0,9997,0.18482182407407408,0.18760143518518518,1005478
rank,bfc,-4.6,10000,2700000,2700000,1.7037037037037038e-05,0.13311962962962964,0.9544,1.7407407407407406e-05,49.9834,0.06656833333333333,8.703703703703703e-06,1.2222222222222222e-05,2.2222222222222223e-05,46,0.13083237962962962,0.1354334722222222,359423,0.9502,0.9585,9544,0.06541403703703703,0.06775912499999999,359469
rank,bfc,-4.5,10000,2700000,2700000,1.7407407407407406e-05,0.01879,0.5597,1.7407407407407406e-05,49.4597,0.009403703703703704,8.703703703703703e-06,1.2962962962962962e-05,2.2592592592592594e-05,47,0.017982962962962964,0.019608546296296298,50733,0.5500975,0.5694,5597,0.00901052314814815,0.00982426388888889,50780
rank,bfc,-4.4,10000,2700000,2700000,1.7407407407407406e-05,0.0007351851851851852,0.0853,1.7407407407407406e-05,46.5477,0.0003762962962962963,8.703703703703703e-06,1.2592592592592593e-05,2.2222222222222223e-05,47,0.00063775,0.0008448611111111109,1985,0.0799,0.09060249999999999,853,0.0003259259259259259,0.00043074074074074076,2032
rank,bfc,-4.3,10000,2700000,2700000,1.7407407407407406e-05,2.037037037037037e-05,0.0042,1.7407407407407406e-05,41.9883,1.888888888888889e-05,8.703703703703703e-06,1.2592592592592593e-05,2.2592592592592594e-05,47,9.620370370370372e-06,3.481481481481481e-05,55,0.0029,0.0055,42,1.2777777777777777e-05,2.6666666666666667e-05,102
rank,bfc,-4.2,10000,2700000,2700000,1.7407407407407406e-05,3.7037037037037036e-07,0.0001,1.7407407407407406e-05,37.7934,8.888888888888888e-06,8.703703703703703e-06,1.2592592592592593e-05,2.2592592592592594e-05,47,0.0,1.111111111111111e-06,1,0.0,0.0003,1,6.481481481481481e-06,1.148148148148148e-05,48
rank,bfc,-4.1,10000,2700000,2700000,1.7407407407407406e-05,0.0,0.0,1.7407407407407406e-05,34.5184,8.703703703703703e-06,8.703703703703703e-06,1.2592592592592593e-05,2.2592592592592594e-05,47,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,6.296296296296297e-06,1.1296296296296297e-05,47
rank,bfc,-4.0,10000,2700000,2700000,1.7407407407407406e-05,0.0,0.0,1.7407407407407406e-05,31.6334,8.703703703703703e-06,8.703703703703703e-06,1.2962962962962962e-05,2.2592592592592594e-05,47,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,6.481481481481481e-06,1.1111111111111112e-05,47
rank,bfc,-3.9,10000,2700000,2700000,1.7407407407407406e-05,0.0,0.0,1.7407407407407406e-05,29.2979,8.703703703703703e-06,8.703703703703703e-06,1.2592592592592593e-05,2.296296296296296e-05,47,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,6.296296296296297e-06,1.1111111111111112e-05,47
rank,bfc,-3.8,10000,2700000,2700000,1.7407407407407406e-05,0.0,0.0,1.7407407407407406e-05,27.2816,8.703703703703703e-06,8.703703703703703e-06,1.2592592592592593e-05,2.2592592592592594e-05,47,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,6.296296296296297e-06,1.1296296296296297e-05,47
rank,bfc,-3.7,10000,2700000,2700000,1.7407407407407406e-05,0.0,0.0,1.7407407407407406e-05,25.5618,8.703703703703703e-06,8.703703703703703e-06,1.2592592592592593e-05,2.2222222222222223e-05,47,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,6.296296296296297e-06,1.1296296296296297e-05,47
rank,bfc,-3.6,10000,2700000,2700000,1.7407407407407406e-05,0.0,0.0,1.7407407407407406e-05,23.9987,8.703703703703703e-06,8.703703703703703e-06,1.2962962962962962e-05,2.2222222222222223e-05,47,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,6.296296296296297e-06,1.1296296296296297e-05,47
rank,bfc,-3.0,10000,2700000,2700000,1.7407407407407406e-05,0.0,0.0,1.7407407407407406e-05,17.5388,8.703703703703703e-06,8.703703703703703e-06,1.2592592592592593e-05,2.2592592592592594e-05,47,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,6.296296296296297e-06,1.1296296296296297e-05,47
rank,bfc,0.0,10000,2700000,2700000,1.7407407407407406e-05,0.0,0.0,1.7407407407407406e-05,6.2666,8.703703703703703e-06,8.703703703703703e-06,1.2962962962962962e-05,2.2592592592592594e-05,47,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,6.296296296296297e-06,1.1296296296296297e-05,47
rank,bfc,1.1,10000,2700000,2700000,1.7407407407407406e-05,0.0,0.0,1.7407407407407406e-05,4.6304,8.703703703703703e-06,8.703703703703703e-06,1.2962962962962962e-05,2.2222222222222223e-05,47,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,6.111111111111111e-06,1.1296296296296297e-05,47
rank,bfc,1.2,10000,2700000,2700000,1.7407407407407406e-05,0.0,0.0,1.7407407407407406e-05,4.5231,8.703703703703703e-06,8.703703703703703e-06,1.2222222222222222e-05,2.2592592592592594e-05,47,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,6.296296296296297e-06,1.148148148148148e-05,47
rank,bfc,1.3,10000,2700000,2700000,1.7407407407407406e-05,0.0,0.0,1.7407407407407406e-05,4.4038,8.703703703703703e-06,8.703703703703703e-06,1.2592592592592593e-05,2.2222222222222223e-05,47,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,6.296296296296297e-06,1.1296296296296297e-05,47
rank,bfc,1.4,10000,2700000,2700000,1.7407407407407406e-05,0.0,0.0,1.7407407407407406e-05,4.3116,8.703703703703703e-06,8.703703703703703e-06,1.2962962962962962e-05,2.2592592592592594e-05,47,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,6.296296296296297e-06,1.148148148148148e-05,47
rank,bfc,1.5,10000,2700000,2700000,1.7407407407407406e-05,0.0,0.0,1.7407407407407406e-05,4.2206,8.703703703703703e-06,8.703703703703703e-06,1.2592592592592593e-05,2.2592592592592594e-05,47,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,6.296296296296297e-06,1.148148148148148e-05,47
rank,bfc,1.6,10000,2700000,2700000,1.7407407407407406e-05,0.0,0.0,1.7407407407407406e-05,4.1313,8.703703703703703e-06,8.703703703703703e-06,1.2592592592592593e-05,2.2592592592592594e-05,47,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,6.296296296296297e-06,1.1296296296296297e-05,47
rank,bfc,1.7,10000,2700000,2700000,1.7407407407407406e-05,0.0,0.0,1.7407407407407406e-05,4.0387,8.703703703703703e-06,8.703703703703703e-06,1.2592592592592593e-05,2.2222222222222223e-05,47,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,6.296296296296297e-06,1.1111111111111112e-05,47
rank,bfc,1.8,10000,2700000,2700000,1.7407407407407406e-05,0.0,0.0,1.7407407407407406e-05,3.94,8.703703703703703e-06,8.703703703703703e-06,1.2592592592592593e-05,2.2222222222222223e-05,47,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,6.296296296296297e-06,1.1296296296296297e-05,47
rank,bfc,1.9,10000,2700000,2700000,1.7407407407407406e-05,0.0,0.0,1.7407407407407406e-05,3.8232,8.703703703703703e-06,8.703703703703703e-06,1.2592592592592593e-05,2.2592592592592594e-05,47,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,6.296296296296297e-06,1.1111111111111112e-05,47
rank,bfc,2.0,10000,2700000,2700000,1.7407407407407406e-05,0.0,0.0,1.7407407407407406e-05,3.7127,8.703703703703703e-06,8.703703703703703e-06,1.2592592592592593e-05,2.2592592592592594e-05,47,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,6.111111111111111e-06,1.1296296296296297e-05,47
rank,bfc,2.1,10000,2700000,2700000,1.7407407407407406e-05,0.0,0.0,1.7407407407407406e-05,3.59,8.703703703703703e-06,8.703703703703703e-06,1.2583333333333335e-05,2.2222222222222223e-05,47,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,6.296296296296297e-06,1.1296296296296297e-05,47
rank,bfc,2.2,10000,2700000,2700000,1.7407407407407406e-05,0.0,0.0,1.7407407407407406e-05,3.499,8.703703703703703e-06,8.703703703703703e-06,1.2592592592592593e-05,2.2592592592592594e-05,47,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,6.296296296296297e-06,1.1296296296296297e-05,47
rank,bfc,2.3,10000,2700000,2700000,1.7407407407407406e-05,0.0,0.0,1.7407407407407406e-05,3.3829,8.703703703703703e-06,8.703703703703703e-06,1.2592592592592593e-05,2.2592592592592594e-05,47,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,6.296296296296297e-06,1.148148148148148e-05,47
rank,bfc,2.4,10000,2700000,2700000,1.7407407407407406e-05,0.0,0.0,1.7407407407407406e-05,3.3164,8.703703703703703e-06,8.703703703703703e-06,1.2592592592592593e-05,2.296296296296296e-05,47,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,6.476851851851852e-06,1.1296296296296297e-05,47
rank,bfc,2.5,10000,2700000,2700000,1.7407407407407406e-05,0.0,0.0,1.7407407407407406e-05,3.232,8.703703703703703e-06,8.703703703703703e-06,1.2592592592592593e-05,2.2601851851851803e-05,47,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,6.296296296296297e-06,1.1296296296296297e-05,47
rank,bfc,2.6,10000,2700000,2700000,1.7407407407407406e-05,0.0,0.0,1.7407407407407406e-05,3.1703,8.703703703703703e-06,8.703703703703703e-06,1.2592592592592593e-05,2.2592592592592594e-05,47,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,6.296296296296297e-06,1.1111111111111112e-05,47
rank,bfc,2.7,10000,2700000,2700000,1.7407407407407406e-05,0.0,0.0,1.7407407407407406e-05,3.1234,8.703703703703703e-06,8.703703703703703e-06,1.2592592592592593e-05,2.2592592592592594e-05,47,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,6.296296296296297e-06,1.1296296296296297e-05,47
rank,bfc,2.8,10000,2700000,2700000,1.7407407407407406e-05,0.0,0.0,1.7407407407407406e-05,3.0741,8.703703703703703e-06,8.703703703703703e-06,1.2592592592592593e-05,2.2222222222222223e-05,47,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,6.296296296296297e-06,1.1111111111111112e-05,47
rank,bfc,2.9,10000,2700000,2700000,1.7407407407407406e-05,0.0,0.0,1.7407407407407406e-05,3.0345,8.703703703703703e-06,8.703703703703703e-06,1.2222222222222222e-05,2.2592592592592594e-05,47,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,6.296296296296297e-06,1.1296296296296297e-05,47
rank,bfc,3.5,10000,2700000,2700000,1.7407407407407406e-05,0.0,0.0,1.7407407407407406e-05,2.5361,8.703703703703703e-06,8.703703703703703e-06,1.2592592592592593e-05,2.2592592592592594e-05,47,0.0,0.00029952835977664627,0,0.0,0.00029952835977664627,0,6.296296296296297e-06,1.1296296296296297e-05,47
