family,epsilon,n_t,r,T,K,m,S,rate,bound,aligned
exact-threshold,0.01,40,20,1048576,4,80,3160,0.15804820237218406,0.00904083251953125,False
exact-threshold,0.01,41,21,1048576,4,84,3486,0.15591018104338442,0.009973526000976562,True
exact-threshold,0.01,41,21,1048576,4,84,3486,0.15591018104338442,0.009973526000976562,False
exact-threshold,0.01,42,21,2097152,4,84,3486,0.15219803387568479,0.004986763000488281,True
exact-threshold,0.01,42,21,2097152,5,102,5151,0.15886727004694037,0.009824752807617188,False
exact-threshold,0.01,43,22,2097152,4,88,3828,0.15021933996830925,0.0054759979248046875,True
exact-threshold,0.01,43,22,2097152,5,102,5151,0.15517268237143012,0.009824752807617188,False
exact-threshold,0.01,44,22,4194304,5,110,5995,0.154121811671015,0.005717277526855469,True
exact-threshold,0.01,44,22,4194304,6,130,8385,0.15959926847791941,0.009995698928833008,False
exact-threshold,0.01,45,23,4194304,5,115,6555,0.15212200113209723,0.006251335144042969,True
exact-threshold,0.01,45,23,4194304,6,130,8385,0.15605261806729898,0.009995698928833008,False
exact-threshold,0.01,46,23,8388608,7,161,12880,0.15936775821988297,0.009212493896484375,True
exact-threshold,0.01,46,23,8388608,7,161,12880,0.15936775821988297,0.009212493896484375,False
exact-threshold,0.01,47,24,8388608,6,144,10296,0.15255159577536834,0.006136894226074219,True
exact-threshold,0.01,47,24,8388608,7,167,13861,0.15710009132923514,0.009914159774780273,False
exact-threshold,0.01,48,24,16777216,8,192,18336,0.15802005209835743,0.0076503753662109375,True
exact-threshold,0.01,48,24,16777216,9,205,20910,0.1599891687396968,0.009970664978027344,False
exact-threshold,0.01,49,25,16777216,8,200,19900,0.15599706509744335,0.008302927017211914,True
exact-threshold,0.01,49,25,16777216,9,205,20910,0.15672408366337645,0.009970664978027344,False
exact-threshold,0.01,50,25,33554432,10,250,31125,0.15931568569324173,0.00834837555885315,True
exact-threshold,0.01,50,25,33554432,11,259,33411,0.1603361657537311,0.00995725393295288,False
exact-threshold,0.01,51,26,33554432,10,260,33670,0.1573013296672246,0.00903099775314331,True
exact-threshold,0.01,51,26,33554432,10,260,33670,0.1573013296672246,0.00903099775314331,False
exact-threshold,0.01,52,26,67108864,12,312,48516,0.15933465805504324,0.007952392101287842,True
exact-threshold,0.01,52,26,67108864,13,334,55611,0.16122508254757792,0.009944021701812744,False
exact-threshold,0.01,53,27,67108864,12,324,52326,0.15735566043178537,0.008576899766921997,True
exact-threshold,0.01,53,27,67108864,13,334,55611,0.15818309985800097,0.009944021701812744,False
exact-threshold,0.01,54,27,134217728,15,405,81810,0.16040329810688866,0.008533447980880737,True
exact-threshold,0.01,54,27,134217728,16,423,89253,0.16156507135407314,0.009974800050258636,False
exact-threshold,0.01,55,28,134217728,15,420,87990,0.15844082759392952,0.009178072214126587,True
exact-threshold,0.01,55,28,134217728,16,423,89253,0.1586275246021809,0.009974800050258636,False
exact-threshold,0.01,56,28,268435456,19,532,141246,0.16170147206252122,0.009471282362937927,True
exact-threshold,0.01,56,28,268435456,19,532,141246,0.16170147206252122,0.009471282362937927,False
exact-threshold,0.01,57,29,268435456,18,522,135981,0.15838431572929623,0.008611667901277542,True
exact-threshold,0.01,57,29,268435456,19,546,148785,0.15952205510385706,0.009976811707019806,False
exact-threshold,0.01,58,29,536870912,23,667,222111,0.16175074053766525,0.009101707488298416,True
exact-threshold,0.01,58,29,536870912,24,683,232903,0.16234037531534637,0.009977759793400764,False
exact-threshold,0.01,59,30,536870912,23,690,237705,0.15983817884178866,0.009740721434354782,True
exact-threshold,0.01,59,30,536870912,23,690,237705,0.15983817884178866,0.009740721434354782,False
exact-threshold,0.01,60,30,1073741824,29,870,378015,0.1627478598456015,0.009857509285211563,True
exact-threshold,0.01,60,30,1073741824,29,870,378015,0.1627478598456015,0.009857509285211563,False
exact-threshold,0.01,61,31,1073741824,28,868,376278,0.1600254300400734,0.009461777284741402,True
exact-threshold,0.01,61,31,1073741824,29,876,383250,0.160242410813134,0.0099940225481987,False
exact-threshold,0.01,62,31,2147483648,35,1085,588070,0.16263676334406196,0.009310608729720116,True
exact-threshold,0.01,62,31,2147483648,36,1108,613278,0.16312487364595465,0.00999529380351305,False
exact-threshold,0.01,63,32,2147483648,35,1120,626640,0.16078227011023757,0.009921267628669739,True
exact-threshold,0.01,63,32,2147483648,35,1120,626640,0.16078227011023757,0.009921267628669739,False
exact-threshold,0.01,64,32,4294967296,44,1408,990528,0.16342861904120776,0.009916886687278748,True
exact-threshold,0.01,64,32,4294967296,44,1408,990528,0.16342861904120776,0.009916886687278748,False
exact-threshold,0.01,65,33,4294967296,43,1419,1006071,0.16108705960093156,0.009838254656642675,True
exact-threshold,0.01,65,33,4294967296,43,1419,1006071,0.16108705960093156,0.009838254656642675,False
exact-threshold,0.01,66,33,8589934592,54,1782,1586871,0.16362547911396852,0.009791013202629983,True
exact-threshold,0.01,66,33,8589934592,55,1784,1590436,0.16364999848364098,0.009998160414397717,False
exact-threshold,0.01,67,34,8589934592,53,1802,1622701,0.16142363128079906,0.009823177475482225,True
exact-threshold,0.01,67,34,8589934592,53,1802,1622701,0.16142363128079906,0.009823177475482225,False
exact-threshold,0.01,68,34,17179869184,67,2278,2593503,0.16402282399570753,0.00996347505133599,True
exact-threshold,0.01,68,34,17179869184,67,2278,2593503,0.16402282399570753,0.00996347505133599,False
exact-threshold,0.01,69,35,17179869184,65,2275,2586675,0.1616181279706293,0.009636115282773972,True
exact-threshold,0.01,69,35,17179869184,66,2299,2641551,0.1618375471118577,0.009994302818085998,False
exact-threshold,0.01,70,35,34359738368,82,2870,4117015,0.16409764316518644,0.00970549343037419,True
exact-threshold,0.01,70,35,34359738368,83,2895,4189065,0.16427639475538,0.009997262677643448,False
exact-threshold,0.01,71,36,34359738368,81,2916,4250070,0.1621095071031963,0.009895465336740017,True
exact-threshold,0.01,71,36,34359738368,81,2916,4250070,0.1621095071031963,0.009895465336740017,False
exact-threshold,0.01,72,36,68719476736,102,3672,6739956,0.16447708810296954,0.009906006103847176,True
exact-threshold,0.01,72,36,68719476736,102,3672,6739956,0.16447708810296954,0.009906006103847176,False
exact-threshold,0.01,73,37,68719476736,100,3700,6843150,0.16237410349868048,0.009858512930804864,True
exact-threshold,0.01,73,37,68719476736,101,3707,6869071,0.16241145753176925,0.009995813888963312,False
exact-threshold,0.01,74,37,137438953472,126,4662,10864791,0.16468558498822794,0.009881469850370195,True
exact-threshold,0.01,74,37,137438953472,127,4671,10906785,0.16472318553784046,0.009999020476243459,False
exact-threshold,0.01,75,38,137438953472,124,4712,11099116,0.16269498431773946,0.009933073801221326,True
exact-threshold,0.01,75,38,137438953472,124,4712,11099116,0.16269498431773946,0.009933073801221326,False
exact-threshold,0.01,76,38,274877906944,156,5928,17567628,0.1649122333198136,0.009906152045005001,True
exact-threshold,0.01,76,38,274877906944,157,5936,17615080,0.16493783390290528,0.009996992885135114,False
exact-threshold,0.01,77,39,274877906944,153,5967,17799561,0.16289337742279092,0.009842672705417499,True
exact-threshold,0.01,77,39,274877906944,154,5994,17961021,0.16297796582485163,0.009997297504014568,False
exact-threshold,0.01,78,39,549755813888,193,7527,28324101,0.16510075969397858,0.009892078000120819,True
exact-threshold,0.01,78,39,549755813888,194,7548,28482378,0.16515229112308263,0.009999164747569012,False
exact-threshold,0.01,79,40,549755813888,190,7600,28876200,0.16318713548377609,0.009927319842972793,True
exact-threshold,0.01,79,40,549755813888,191,7607,28929421,0.1632039479710292,0.009998238947446225,False
exact-threshold,0.01,80,40,1099511627776,239,9560,45692020,0.1652849362858514,0.009890482724586036,True
exact-threshold,0.01,80,40,1099511627776,240,9592,45998436,0.1653451992926778,0.00999864478581003,False
