family,sequence,n_t,r,T,K,m,S,rate,E,bound,design_bound,asymptotic
id,fixed_E,2048,1024,179769313486231590772930519078902473361797697894230657273430081157732675805500963132708477322407536021120113879871393357658789768814416622492847430639474124377767893424865485276302219601246094119453082952085005768838150682342462881473913110540827237163350510684586298239947245938479716304835356329624224137216,4015803444832803697362258481697932903454448177165976965203902862607411152587694855068369899662264736806385233731132683673458955584168145603703549873170785458173216450548503525536763583476163197428528173004047906352632160152748678144615883709221116,4112182727508790986098952685258683293137354933417960412368796531309989020249799531590010777254159090489738479340679868081621970518188181098192435070126884309169373645361667610149645909479591114166812849156145056105095331996414646420086664918242422784,1,0.4048828125,0.1,2.2338648165001596e-62,2.233864816500142e-62,0.5
id,vanishing_E,2048,1024,179769313486231590772930519078902473361797697894230657273430081157732675805500963132708477322407536021120113879871393357658789768814416622492847430639474124377767893424865485276302219601246094119453082952085005768838150682342462881473913110540827237163350510684586298239947245938479716304835356329624224137216,4282063254058008896094005074857723318442194693309991245621806040672290825589283619001236628583262380603494827437839971586460347065728035081021340400556752191782941661308430277913414647419429973287756268927267195488806946615436826367576607609051372830966685099492757519981957449068243815593139743,4384832772155401109600261196654308678084807365949431035516729385648425805403426425857266307669260677737978703296348130904535395395305507922965852570170114244385732261179832604583336598957496292646662419381521608180538313334207310200398446191668605778909885541880583700461524427845881667167375096832,1,0.4827857255879204,0.022097086912079608,2.381976751769689e-14,2.3819767517696886e-14,0.5
id,fixed_E,4096,2048,32317006071311007300714876688669951960444102669715484032130345427524655138867890893197201411522913463688717960921898019494119559150490921095088152386448283120630877367300996091750197750389652106796057638384067568276792218642619756161838094338476170470581645852036305042887575891541065808607552399123930385521914333389668342420684974786564569494856176035326322058077805659331026192708460314150258592864177116725943603718461857357598351152301645904403697613233287231227125684710820209725157101726931323469678542580656697935045997268352998638215525166389437335543602135433229604645318478604952148193555853611059596230656,16126677307531013048780144651181788057533106900037013527436242190708989859491070947558092119243266490647890852162496677840580591271581966682838969049562707424268462957728546100943543356054635147798121812885409522482251392562716427504224059169046342561890871704316335004296262680661035599130931838300216495684735960002631254371787576042920711442575881310177301666985332346566101029461703741088135729290157844925519919509366980180336679184024796043496462368235570804527275970029235075295508441343,33027435125823514723901736245620301941827802931275803704189424006572011232237713300598972660210209772846880465228793196217509050924199867766454208613504424804901812137428062414732376793199892782690553472789318702043650851968443243528650873178206909566752505250439854088798745969993800907020148404838843383162339246085388808953420955735901617034395404923243113813985960645767374908337569261748501973586243266407464795155183575409329518968882782297080754930146449007671861186619873434205201287870464,1,0.402685546875,0.1,4.990152018397291e-124,4.990152018397213e-124,0.5
id,vanishing_E,4096,2048,32317006071311007300714876688669951960444102669715484032130345427524655138867890893197201411522913463688717960921898019494119559150490921095088152386448283120630877367300996091750197750389652106796057638384067568276792218642619756161838094338476170470581645852036305042887575891541065808607552399123930385521914333389668342420684974786564569494856176035326322058077805659331026192708460314150258592864177116725943603718461857357598351152301645904403697613233287231227125684710820209725157101726931323469678542580656697935045997268352998638215525166389437335543602135433229604645318478604952148193555853611059596230656,1751908409537131537220509645351687597690304110853111572994449976845956819751541616602568796259317428464425605223064365804210081422215355425149431390635151955247955156636234741221447435733643262808668929902091770092492911737768377135426590363166295684370498604708288556044687341394398676292971255828404734517580702346564613427770683056761383955397564338690628093211465848244049196353703022640400205739093118270803778352768276670202698397214556629204420309965547056893233608758387329699097930255380715679250799950923553703740673620901978370802540218870279314810722790539899334271514365444369275682816,3587908422732045388227603753680256200069742819027172501492633552580519566851157230802060894739082093495143639496835821167022246752697047910706035488020791204347812160791008750021524348382501402232153968439483945149425483238949636373353657063764573561590781142442574962779519675175728489048005131936572896292005278405764328300074358900247314340654211765638406334897082057203812754132383790367539621353662706218606138066469430620575126317495411976610652794809440372517342430737177251223752561163019705711105638299491437985260899575607251703403602368246332036732360275025713836588061420430068276598407168,1,0.487060546875,0.015625,5.421010862427522e-20,5.421010862427522e-20,0.5
rank,fixed_E,24,12,4096,36,432,21,0.3647869792568112,0.1,0.179443359375,0.18946457081379972,0.5
rank,vanishing_E,24,12,4096,6,72,21,0.25708020839342965,0.20412414523193154,0.025634765625,0.033516620862494656,0.5
rank,fixed_E,26,13,8192,64,832,21,0.37309383531311896,0.1,0.1614990234375,0.16493848884661177,0.5
rank,vanishing_E,26,13,8192,11,143,21,0.2753796667991688,0.19611613513818404,0.025634765625,0.029177103632504895,0.5
rank,fixed_E,28,14,16384,112,1568,21,0.3790967801469717,0.1,0.14227294921875,0.14358729437462936,0.5
rank,vanishing_E,28,14,16384,19,266,21,0.28768865841075675,0.1889822365046136,0.0230712890625,0.025532832053792892,0.5
rank,fixed_E,30,15,32768,195,2925,21,0.383807363645271,0.1,0.12432861328125,0.125,0.5
rank,vanishing_E,30,15,32768,35,525,21,0.3012057870851162,0.18257418583505536,0.02178955078125,0.02244867998231078,0.5
rank,fixed_E,32,16,65536,339,5424,21,0.38766067072301075,0.1,0.108306884765625,0.1088188204120155,0.5
rank,vanishing_E,32,16,65536,61,976,21,0.3103355417988402,0.17677669529663687,0.01922607421875,0.019820617922037216,0.5
rank,fixed_E,34,17,131072,591,10047,21,0.3910140341596433,0.1,0.0945281982421875,0.09473228540689986,0.5
rank,vanishing_E,34,17,131072,109,1853,21,0.3192837401772725,0.17149858514250882,0.017303466796875,0.017567443942288836,0.5
rank,fixed_E,36,18,262144,1029,18522,21,0.3938042296760078,0.1,0.0823516845703125,0.08246924442330589,0.5
rank,vanishing_E,36,18,262144,195,3510,21,0.32714598097755343,0.16666666666666666,0.01554107666015625,0.015625,0.5
rank,fixed_E,38,19,524288,1792,34048,21,0.396191643039505,0.1,0.07173728942871094,0.07179364718731468,0.5
rank,vanishing_E,38,19,524288,348,6612,21,0.3339702897182188,0.16222142113076254,0.013898849487304688,0.013942044976347436,0.5
rank,fixed_E,40,20,1048576,3120,62400,21,0.3982314602159243,0.1,0.06246471405029297,0.0625,0.5
rank,vanishing_E,40,20,1048576,623,12460,21,0.3401254111977841,0.15811388300841897,0.012456893920898438,0.01247725753999603,0.5
rank,fixed_E,42,21,2097152,5433,114093,21,0.3999964465345258,0.1,0.054393768310546875,0.05440941020600775,0.5
rank,vanishing_E,42,21,2097152,1118,23478,21,0.34569099751480836,0.1543033499620919,0.011185169219970703,0.011197025200697243,0.5
rank,fixed_E,44,22,4194304,9460,208120,21,0.40152400197418303,0.1,0.04735922813415527,0.04736614270344993,0.5
rank,vanishing_E,44,22,4194304,2012,44264,21,0.3507692320100642,0.15075567228888181,0.010068655014038086,0.010073790330393486,0.5
rank,fixed_E,46,23,8388608,16471,378833,21,0.4028522278986721,0.1,0.04123091697692871,0.04123462221165293,0.5
rank,vanishing_E,46,23,8388608,3628,83444,21,0.355402623838816,0.14744195615489714,0.009079813957214355,0.009084797149691334,0.5
rank,fixed_E,48,24,16777216,28678,688272,21,0.404012901967784,0.1,0.035894930362701416,0.035896823593657326,0.5
rank,vanishing_E,48,24,16777216,6559,157416,21,0.35967130542579057,0.14433756729740646,0.008208632469177246,0.00821113158104598,0.5
rank,fixed_E,50,25,33554432,49932,1248300,21,0.40503066527081283,0.1,0.031249254941940308,0.03125,0.5
rank,vanishing_E,50,25,33554432,11883,297075,21,0.36360935352801,0.1414213562373095,0.00743633508682251,0.007436977837164958,0.5
rank,fixed_E,52,26,67108864,86936,2260336,21,0.40592511183069446,0.1,0.027204081416130066,0.027204705103003875,0.5
rank,vanishing_E,52,26,67108864,21567,560742,21,0.3672495693699625,0.1386750490563073,0.00674852728843689,0.006749037330958367,0.5
rank,fixed_E,54,27,134217728,151366,4086882,21,0.40671424367670733,0.1,0.02368289977312088,0.023683071351724965,0.5
rank,vanishing_E,54,27,134217728,39217,1058859,21,0.37063109368500935,0.13608276348795434,0.006135821342468262,0.0061360704898843045,0.5
rank,fixed_E,56,28,268435456,263543,7379204,21,0.4074113173117784,0.1,0.020617179572582245,0.020617311105826465,0.5
rank,vanishing_E,56,28,268435456,71436,2000208,21,0.37378068931797986,0.1336306209562122,0.0055884383618831635,0.0055885325677006836,0.5
rank,fixed_E,58,29,536870912,458856,13306824,21,0.40802867141348326,0.1,0.017948364838957787,0.017948411796828663,0.5
rank,vanishing_E,58,29,536870912,130339,3779831,21,0.3767222465669592,0.13130643285972254,0.005098242312669754,0.0050982820134295335,0.5
rank,fixed_E,60,30,1073741824,798915,23967450,21,0.4085762181139739,0.1,0.015624979510903358,0.015625,0.5
rank,vanishing_E,60,30,1073741824,238183,7145490,21,0.3794766919408478,0.12909944487358055,0.004658309742808342,0.0046583453287923435,0.5
rank,fixed_E,62,31,2147483648,1390991,43120721,21,0.40906254782396034,0.1,0.013602334074676037,0.013602352551501938,0.5
rank,vanishing_E,62,31,2147483648,435911,13513241,21,0.3820624257205768,0.1270001270001905,0.004262714646756649,0.004262726254365756,0.5
rank,fixed_E,64,32,4294967296,2421857,77499424,21,0.4094950351886986,0.1,0.011841528117656708,0.011841535675862483,0.5
rank,vanishing_E,64,32,4294967296,798915,25565280,21,0.3844950389254674,0.125,0.0039062448777258396,0.00390625,0.5
rank,fixed_E,66,33,8589934592,4216698,139151034,21,0.4098799452750036,0.1,0.010308650904335082,0.010308655552913232,0.5
rank,vanishing_E,66,33,8589934592,1466193,48384369,21,0.38678845017481456,0.12309149097933272,0.0035844314843416214,0.0035844353711056904,0.5
rank,fixed_E,68,34,17179869184,7341699,249617766,21,0.41022272614155636,0.1,0.008974204421974719,0.008974205898414332,0.5
rank,vanishing_E,68,34,17179869184,2694285,91605690,21,0.38895490995503534,0.12126781251816648,0.003293387359008193,0.0032933892440528195,0.5
rank,fixed_E,70,35,34359738368,12782640,447392400,21,0.41052807868821256,0.1,0.007812498923158273,0.0078125,0.5
rank,vanishing_E,70,35,34359738368,4957159,173500565,21,0.39100521600011884,0.11952286093343936,0.003029718005564064,0.0030297190552690556,0.5
rank,fixed_E,72,36,68719476736,22255870,801211320,21,0.4108001050509029,0.1,0.0068011758994543925,0.006801176275750969,0.5
rank,vanishing_E,72,36,68719476736,9131378,328729608,21,0.392948974471468,0.11785113019775793,0.002790459504467435,0.0027904598922210595,0.5
rank,fixed_E,74,37,137438953472,38749720,1433739640,21,0.4110423772372238,0.1,0.0059207675731158815,0.005920767837931241,0.5
rank,vanishing_E,74,37,137438953472,16839632,623066384,21,0.39479473839287593,0.11624763874381928,0.0025730132692842744,0.0025730134840280003,0.5
rank,fixed_E,76,38,274877906944,67467182,2563752916,21,0.4112580273895604,0.1,0.005154327667696634,0.005154327776456616,0.5
rank,vanishing_E,76,38,274877906944,31088651,1181368738,21,0.39655016045014174,0.11470786693528087,0.0023750968466629274,0.0023750969384906933,0.5
rank,fixed_E,78,39,549755813888,117467187,4581220293,21,0.41144980502670253,0.1,0.004487102898565354,0.004487102949207166,0.5
rank,vanishing_E,78,39,549755813888,57454705,2240733495,21,0.39822210158895766,0.11322770341445956,0.0021946994529571384,0.00219469950000494,0.5
rank,fixed_E,80,40,1099511627776,204522252,8180890080,21,0.4116201333845623,0.1,0.0039062499772626325,0.00390625,0.5
rank,vanishing_E,80,40,1099511627776,106288529,4251541160,21,0.39981673448707844,0.11180339887498948,0.002030045914580114,0.002030045938102317,0.5
rank,fixed_E,82,41,2199023255552,356093923,14599850843,21,0.4117711534023795,0.1,0.003400588121621695,0.0034005881378754823,0.5
rank,vanishing_E,82,41,2199023255552,196819434,8069596794,21,0.40133962735970274,0.11043152607484653,0.0018795654309542442,0.0018795654407726928,0.5
rank,fixed_E,84,42,4398046511104,619995531,26039812302,21,0.41190476188453284,0.1,0.0029603839107039676,0.0029603839189656206,0.5
rank,vanishing_E,84,42,4398046511104,364800176,15321607392,21,0.402795816754967,0.1091089451179962,0.0017418650884337694,0.0017418650964336117,0.5
rank,fixed_E,86,43,8796093022208,1079474918,46417421474,21,0.41202264338237177,0.1,0.0025771638839842126,0.00257716388822831,0.5
rank,vanishing_E,86,43,8796093022208,676757665,29100579595,21,0.40418987019056746,0.10783277320343841,0.0016157072132045869,0.0016157072156355,0.5
rank,fixed_E,88,44,17592186044416,1879474997,82696899868,21,0.41212629767836223,0.1,0.002243551473156913,0.002243551474603583,0.5
rank,vanishing_E,88,44,17592186044416,1256576237,55289354428,21,0.40552593949320737,0.10660035817780521,0.0014999898755831964,0.0014999898776184835,0.5
rank,fixed_E,90,45,35184372088832,3272356035,147256021575,21,0.41221706303922134,0.1,0.0019531249993747224,0.001953125,0.5
rank,vanishing_E,90,45,35184372088832,2335120084,105080403780,21,0.4068078077003209,0.10540925533894598,0.0013937301941666647,0.0013937301947798437,0.5
rank,fixed_E,92,46,70368744177664,5697502779,262085127834,21,0.41229613623064587,0.1,0.0017002940685699741,0.0017002940689377411,0.5
rank,vanishing_E,92,46,70368744177664,4342923910,199774499860,21,0.40803892919982543,0.10425720702853739,0.0012960498749094995,0.0012960498754494715,0.5
rank,fixed_E,94,47,140737488355328,9919928507,466236639829,21,0.4123645896680789,0.1,0.0014801919592315471,0.0014801919594828103,0.5
rank,vanishing_E,94,47,140737488355328,8083443526,379921845722,21,0.40922246504184684,0.10314212462587934,0.0012061627360893112,0.0012061627363493994,0.5
rank,fixed_E,96,48,281474976710656,17271598700,829036737600,21,0.41242338622818114,0.1,0.001288581944006495,0.0012885819441141532,0.5
rank,vanishing_E,96,48,281474976710656,15057086680,722740160640,21,0.41036131361245537,0.10206207261596577,0.0011233638739547303,0.001123363874040212,0.5
rank,fixed_E,98,49,562949953421312,30071599955,1473508397795,21,0.41247339205426237,0.1,0.0011217757372499193,0.0011217757373017914,0.5
rank,vanishing_E,98,49,562949953421312,28067619150,1375313338350,21,0.41145813759890115,0.10101525445522107,0.0010470202520611593,0.0010470202521220264,0.5
rank,fixed_E,100,50,1125899906842624,52357696560,2617884828000,21,0.41251538766974966,0.1,0.0009765624999671374,0.0009765625,0.5
rank,vanishing_E,100,50,1125899906842624,52357696560,2617884828000,21,0.41251538766974966,0.1,0.0009765624999671374,0.0009765625,0.5
rank,fixed_E,102,51,2251799813685248,91160044467,4649162267817,21,0.4125500776390331,0.1,0.0008501470344528528,0.0008501470344688706,0.5
rank,vanishing_E,102,51,2251799813685248,97736449069,4984558902519,21,0.4135353233414074,0.09901475429766744,0.0009114777512433392,0.000911477751257151,0.5
rank,fixed_E,104,52,4503599627370496,158718856122,8253380518344,21,0.41257809899378617,0.1,0.000740095979732347,0.0007400959797414052,0.5
rank,vanishing_E,104,52,4503599627370496,182568074697,9493539884244,21,0.414520031424719,0.09805806756909202,0.0008513033763737354,0.0008513033763819304,0.5
rank,fixed_E,106,53,9007199254740992,276345579207,14646315697971,21,0.41260002860173567,0.1,0.0006442909720545398,0.0006442909720570766,0.5
rank,vanishing_E,106,53,9007199254740992,341253393473,18086429854069,21,0.4154714423659974,0.09712858623572641,0.0007956214867945732,0.0007956214867978494,0.5
rank,fixed_E,108,54,18014398509481984,481145599286,25981862361444,21,0.41261638962392555,0.1,0.0005608878686494401,0.0005608878686508957,0.5
rank,vanishing_E,108,54,18014398509481984,638270817710,34466624156340,21,0.41639134475897777,0.09622504486493763,0.0007440541056552008,0.0007440541056573171,0.5
rank,fixed_E,110,55,36028797018963968,837723144972,46074772973460,21,0.4126276571885961,0.1,0.0004882812499993061,0.00048828125,0.5
rank,vanishing_E,110,55,36028797018963968,1194541484279,65699781635345,21,0.4172813982640301,0.09534625892455924,0.0006962589163505561,0.0006962589163516577,0.5
rank,fixed_E,112,56,72057594037927936,1458560711483,81679399843048,21,0.412634263386414,0.1,0.00042507351723400366,0.0004250735172344353,0.5
rank,vanishing_E,112,56,72057594037927936,2236961139818,125269823829808,21,0.4181431451341104,0.0944911182523068,0.000651925512686849,0.0006519255126871937,0.5
rank,fixed_E,114,57,144115188075855872,2539501697967,144751596784119,21,0.41263660167882393,0.1,0.000370047989870545,0.0003700479898707026,0.5
rank,vanishing_E,114,57,144115188075855872,4191501618572,238915592258604,21,0.4189780205206549,0.0936585811581694,0.0006107720856157114,0.0006107720856158614,0.5
rank,fixed_E,116,58,288230376151711744,4421529267313,256448697504154,21,0.4126350307961093,0.1,0.0003221454860284356,0.0003221454860285383,0.5
rank,vanishing_E,116,58,288230376151711744,7858292259045,455780951024610,21,0.4197873617075844,0.09284766908852593,0.0005725424906397186,0.0005725424906397973,0.5
rank,fixed_E,118,59,576460752303423488,7698329588579,454201445726161,21,0.4126298781913805,0.1,0.00028044393432537576,0.00028044393432544786,0.5
rank,vanishing_E,118,59,576460752303423488,14741025086294,869720480091346,21,0.42057241640154946,0.09205746178983235,0.0005370036478202656,0.000537003647820311,0.5
rank,fixed_E,120,60,1152921504606846976,13403570319555,804214219173300,21,0.4126214431069146,0.1,0.00024414062499998092,0.000244140625,0.5
rank,vanishing_E,120,60,1152921504606846976,27666999541289,1660019972477340,21,0.4213343501893868,0.09128709291752768,0.0005039432329481744,0.0005039432329482007,0.5
rank,fixed_E,122,61,2305843009213693952,23336971383735,1423555254407835,21,0.4126099993015089,0.1,0.0002125367586172022,0.00021253675861721764,0.5
rank,vanishing_E,122,61,2305843009213693952,51954774197306,3169241226035666,21,0.42207425325899056,0.09053574604251853,0.00047316762406798005,0.0004731676240679954,0.5
rank,fixed_E,124,62,4611686018427387904,40632027167473,2519185684383326,21,0.4125957974807105,0.1,0.00018502399493534535,0.0001850239949353513,0.5
rank,vanishing_E,124,62,4611686018427387904,97614036612481,6052070269973822,21,0.4227931464673231,0.08980265101338746,0.0004445000723533876,0.00044450007235339293,0.5
rank,fixed_E,126,63,9223372036854775808,70744468277014,4456901501451882,21,0.41257906746604084,0.1,0.00016107274301426563,0.00016107274301426915,0.5
rank,vanishing_E,126,63,9223372036854775808,183491990278523,11559995387546949,21,0.42349198682856604,0.0890870806374748,0.0004177790704366915,0.0004177790704366959,0.5
rank,fixed_E,128,64,18446744073709551616,123173273417279,7883089498705856,21,0.41256002013454085,0.1,0.00014022196716272203,0.00014022196716272393,0.5
rank,vanishing_E,128,64,18446744073709551616,345091933151324,22085883721684736,21,0.4241716724862225,0.08838834764831843,0.0003928568948113812,0.00039285689481138294,0.5
rank,fixed_E,130,65,36893488147419103232,214457125112880,13939713132337200,21,0.41253884915576683,0.1,0.000122070312499999,0.0001220703125,0.5
rank,vanishing_E,130,65,36893488147419103232,649322408195847,42205956532730055,21,0.42483304722506393,0.08770580193070293,0.00036959830194496426,0.0003695983019449652,0.5
rank,fixed_E,132,66,73786976294838206464,373391542139771,24643841781224886,21,0.41251573254984614,0.1,0.0001062683793086085,0.00010626837930860882,0.5
rank,vanishing_E,132,66,73786976294838206464,1222331719738982,80673893502772812,21,0.4254769045719972,0.08703882797784893,0.0003478793603352233,0.0003478793603352237,0.5
rank,fixed_E,134,67,147573952589676412928,650112434679572,43557533123531324,21,0.41249083408715675,0.1,9.251199746767539e-05,9.251199746767564e-05,0.5
rank,vanishing_E,134,67,147573952589676412928,2302058109639966,154237893345877722,21,0.4261039915290208,0.08638684255813601,0.00032758640298031247,0.0003275864029803126,0.5
rank,fixed_E,136,68,295147905179352825856,1131911492432233,76969981485391844,21,0.4124643045475851,0.1,8.053637150713452e-05,8.053637150713457e-05,0.5
rank,vanishing_E,136,68,295147905179352825856,4337480777907388,294948692897702384,21,0.4267150119763307,0.08574929257125441,0.0003086150866654606,0.0003086150866654607,0.5
rank,fixed_E,138,69,590295810358705651712,1970772374676475,135983293852676775,21,0.41243628285506817,0.1,7.011098358136194e-05,7.011098358136196e-05,0.5
rank,vanishing_E,138,69,590295810358705651712,8176146402280662,564154101757365678,21,0.4273106297791933,0.08512565307587486,0.0002908695461408702,0.00029086954614087034,0.5
rank,fixed_E,140,70,1180591620717411303424,3431314001806092,240191980126426440,21,0.4124068971011872,0.1,6.103515624999998e-05,6.103515625e-05,0.5
rank,vanishing_E,140,70,1180591620717411303424,15418618355585194,1079303284890963580,21,0.4278914716283356,0.08451542547285165,0.00027426163271473215,0.0002742616327147323,0.5
rank,fixed_E,142,71,2361183241434822606848,5974264674236342,424172791870780282,21,0.41237626546990086,0.1,5.313418965430444e-05,5.313418965430441e-05,0.5
rank,vanishing_E,142,71,2361183241434822606848,29088678802147811,2065296194952494581,21,0.42845812964023194,0.08391813582966891,0.000258710228043928,0.00025871022804392814,0.5
rank,fixed_E,144,72,4722366482869645213696,10401798954873167,748929524750868024,21,0.4123444970740524,0.1,4.625599873383782e-05,4.625599873383782e-05,0.5
rank,vanishing_E,144,72,4722366482869645213696,54901024028897493,3952873730080619496,21,0.4290111637407191,0.08333333333333333,0.00024414062500000005,0.000244140625,0.5
rank,fixed_E,146,73,9444732965739290427392,18110583878915743,1322072623160849239,21,0.4123116927130223,0.1,4.026818575356733e-05,4.026818575356729e-05,0.5
rank,vanishing_E,146,73,9444732965739290427392,103659977848592343,7567178382947241039,21,0.42955110385278555,0.0827605888602368,0.00023048396844219774,0.0002304839684421978,0.5
rank,fixed_E,148,74,18889465931478580854784,31532357994823610,2333394491616947140,21,0.4122779455597986,0.1,3.5055491790680996e-05,3.505549179068098e-05,0.5
rank,vanishing_E,148,74,18889465931478580854784,195799883092094812,14489191348815016088,21,0.4300784519071199,0.08219949365267865,0.00021767674956240217,0.00021767674956240214,0.5
rank,fixed_E,150,75,37778931862957161709568,54901024028897475,4117576802167310625,21,0.4122433417847808,0.1,3.0517578125e-05,3.0517578125e-05,0.5
rank,vanishing_E,150,75,37778931862957161709568,369982299112891629,27748672433466872175,21,0.4305936836920082,0.08164965809277261,0.00020566034819499403,0.00020566034819499395,0.5
rank,fixed_E,152,76,75557863725914323419136,95588234787781487,7264705843871393012,21,0.4122079611227949,0.1,2.6567094827152225e-05,2.6567094827152205e-05,0.5
rank,vanishing_E,152,76,75557863725914323419136,699380202621831507,53152895399259194532,21,0.43109725055741366,0.08111071056538127,0.00019438061812249489,0.0001943806181224948,0.5
rank,fixed_E,154,77,151115727451828646838272,166428783277970686,12815016312403742822,21,0.41217187738906585,0.1,2.3127999366918915e-05,2.312799936691891e-05,0.5
rank,vanishing_E,154,77,151115727451828646838272,1322532543636130126,101835005859982019702,21,0.43158958098652783,0.08058229640253803,0.00018378751096712964,0.00018378751096712962,0.5
rank,fixed_E,156,78,302231454903657293676544,289769342062651892,22602008680886847576,21,0.4121351589492531,0.1,2.0134092876783664e-05,2.0134092876783644e-05,0.5
rank,vanishing_E,156,78,302231454903657293676544,2501824990295493122,195142349243048463516,21,0.4320710820467096,0.08006407690254357,0.0001738347347497403,0.00017383473474974031,0.5
rank,fixed_E,158,79,604462909807314587353088,504517727917177767,39856900505457043593,21,0.4120978691480908,0.1,1.75277458953405e-05,1.752774589534049e-05,0.5
rank,vanishing_E,158,79,604462909807314587353088,4734367766659106149,374015053566069385771,21,0.4325421407305177,0.079555728417573,0.00016447944362960834,0.0001644794436296084,0.5
rank,fixed_E,160,80,1208925819614629174706176,878416384462359600,70273310756988768000,21,0.4120600667006788,0.1,1.52587890625e-05,1.52587890625e-05,0.5
rank,vanishing_E,160,80,1208925819614629174706176,8962282662727108369,716982613018168669520,21,0.4330031251964693,0.07905694150420949,0.0001556819557193878,0.00015568195571938781,0.5
rank,fixed_E,162,81,2417851639229258349412352,1529411756604503796,123882352284964807476,21,0.41202180605003624,0.1,1.3283547413576113e-05,1.328354741357612e-05,0.5
rank,vanishing_E,162,81,2417851639229258349412352,16971648601472203382,1374703536719248473942,21,0.4334543859181976,0.07856742013183861,0.00014740549620510538,0.00014740549620510535,0.5
rank,fixed_E,164,82,4835703278458516698824704,2662860532447530976,218354563660697540032,21,0.4119831376941422,0.1,1.1563999683459457e-05,1.156399968345944e-05,0.5
rank,vanishing_E,164,82,4835703278458516698824704,32149589116378726696,2636266307543055589072,21,0.4338962567498392,0.07808688094430304,0.0001396159632977251,0.00013961596329772525,0.5
rank,fixed_E,166,83,9671406556917033397649408,4636309473002430285,384813686259201713655,21,0.4119441084853504,0.1,1.0067046438391832e-05,1.0067046438391822e-05,0.5
rank,vanishing_E,166,83,9671406556917033397649408,60921440186947384775,5056479535516632936325,21,0.43432905591471715,0.07761505257063328,0.00013228171480506092,0.00013228171480506092,0.5
rank,fixed_E,168,84,19342813113834066795298816,8072283646674844273,678071826320686918932,21,0.41190476190476194,0.1,8.76387294767025e-06,8.763872947670246e-06,0.5
rank,vanishing_E,168,84,19342813113834066795298816,115479701431630009157,9700294920256920769188,21,0.4347530869237159,0.07715167498104596,0.0001253733733450491,0.00012537337334504915,0.5
rank,fixed_E,170,85,38685626227668133590597632,14054662151397753612,1194646282868809057020,21,0.4118651383138761,0.1,7.62939453125e-06,7.62939453125e-06,0.5
rank,vanishing_E,170,85,38685626227668133590597632,218967365481752379814,18612226065948952284190,21,0.4351686394291391,0.07669649888473704,0.0001188636484273341,0.00011886364842733411,0.5
rank,fixed_E,172,86,77371252455336267181195264,24470588105672060748,2104470577087797224328,21,0.4118252751856008,0.1,6.641773706788056e-06,6.64177370678806e-06,0.5
rank,vanishing_E,172,86,77371252455336267181195264,415325839221622881021,35718022173059567767806,21,0.43557599001929853,0.07624928516630233,0.00011272717381289513,0.00011272717381289513,0.5
rank,fixed_E,174,87,154742504910672534362390528,42605768519160495630,3706701861166963119810,21,0.4117852073164941,0.1,5.781999841729729e-06,5.78199984172972e-06,0.5
rank,vanishing_E,174,87,154742504910672534362390528,788010427856490638996,68556907223514685592652,21,0.4359754029586037,0.07580980435789034,0.00010694035872392666,0.00010694035872392676,0.5
rank,fixed_E,176,88,309485009821345068724781056,74180951568038884567,6527923737987421841896,21,0.41174496702192354,0.1,5.033523219195916e-06,5.033523219195911e-06,0.5
rank,vanishing_E,176,88,309485009821345068724781056,1495567912120179655559,131609976266575809689192,21,0.4363671308774826,0.07537783614444091,0.00010148125162072922,0.00010148125162072928,0.5
rank,fixed_E,178,89,618970019642690137449562112,129156538346797508378,11494931912864978245642,21,0.4117045843156609,0.1,4.381936473835125e-06,4.381936473835123e-06,0.5
rank,vanishing_E,178,89,618970019642690137449562112,2839286673182391500104,252696513913232843509256,21,0.43675141541607476,0.07495316889958614,9.632941539115202e-05,9.632941539115193e-05,0.5
rank,fixed_E,180,90,1237940039285380274899124224,224874594422364057795,20238713498012765201550,21,0.4116640870752829,0.1,3.814697265625e-06,3.814697265625e-06,0.5
rank,vanishing_E,180,90,1237940039285380274899124224,5391866287178302961084,485267965846047266497560,21,0.43712848782528985,0.07453559924999299,9.146581291296438e-05,9.146581291296434e-05,0.5
rank,fixed_E,182,91,2475880078570760549798248448,391529409690752971982,35629176281858520450362,21,0.411623501194615,0.1,3.320886853394028e-06,3.32088685339403e-06,0.5
rank,vanishing_E,182,91,2475880078570760549798248448,10242209161062617601992,932041033656698201781272,21,0.4374985695285049,0.07412493166611012,8.687270205206258e-05,8.68727020520626e-05,0.5
rank,fixed_E,184,92,4951760157141521099596496896,681692296306567930089,62715691260204249568188,21,0.41158285072433837,0.1,2.8909999208648643e-06,2.89099992086486e-06,0.5
rank,vanishing_E,184,92,4951760157141521099596496896,19461251966246403779117,1790435180894669147678764,21,0.43786187264688975,0.07372097807744857,8.253353925103975e-05,8.253353925103978e-05,0.5
rank,fixed_E,186,93,9903520314283042199192993792,1186895225088622153073,110381255933241860235789,21,0.41154215800177024,0.1,2.516761609597958e-06,2.5167616095979554e-06,0.5
rank,vanishing_E,186,93,9903520314283042199192993792,36988653751335242766345,3439944798874177577270085,21,0.4382186004910936,0.07332355751067665,7.8432890944625e-05,7.8432890944625e-05,0.5
rank,fixed_E,188,94,19807040628566084398385987584,2066504613548760134053,194251433673583452600982,21,0.4115014437707387,0.1,2.1909682369175627e-06,2.1909682369175614e-06,0.5
