experiment,family,n_t,snr_db,frames,failed_frames,fn_count,failed_frames_without_fn,fer,fer_lower95,fer_upper95,source
waterfall,rank,40,0.7,2500,2316,561871,23,0.9264,0.9154564250004309,0.9363315441635736,results/evidence/noisy/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p0p7.mat
waterfall,rank,40,0.8,2500,485,35358,31,0.194,0.17866487707853249,0.21005527884356842,results/evidence/noisy/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p0p8.mat
waterfall,rank,40,0.9,2500,3,407,0,0.0012,0.00024753724916504405,0.0035028662036597955,results/evidence/noisy/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p0p9.mat
waterfall,rank,40,1,2500,0,0,0,0.0,0,0.001474463690359561,results/evidence/noisy/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p0.mat
waterfall,rank,40,1.1,2500,1,377,0,0.0004,1.0127071914576963e-05,0.002226620698675696,results/evidence/noisy/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p1.mat
waterfall,rank,40,1.2000000000000002,2500,0,0,0,0.0,0,0.001474463690359561,results/evidence/noisy/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p2.mat
waterfall,rank,40,1.3,2500,3,1126,0,0.0012,0.00024753724916504405,0.0035028662036597955,results/evidence/noisy/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p3.mat
waterfall,rank,40,1.4,2500,0,0,0,0.0,0,0.001474463690359561,results/evidence/noisy/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p4.mat
waterfall,rank,40,1.5,2500,0,0,0,0.0,0,0.001474463690359561,results/evidence/noisy/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p5.mat
waterfall,rank,40,1.6,2500,1,5,0,0.0004,1.0127071914576963e-05,0.002226620698675696,results/evidence/noisy/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p6.mat
waterfall,rank,40,1.7000000000000002,2500,1,46,0,0.0004,1.0127071914576963e-05,0.002226620698675696,results/evidence/noisy/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p7.mat
waterfall,rank,40,1.8,2500,0,0,0,0.0,0,0.001474463690359561,results/evidence/noisy/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p8.mat
waterfall,rank,40,1.9,2500,1,6,0,0.0004,1.0127071914576963e-05,0.002226620698675696,results/evidence/noisy/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p1p9.mat
waterfall,rank,40,2,2500,1,1,0,0.0004,1.0127071914576963e-05,0.002226620698675696,results/evidence/noisy/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p2p0.mat
waterfall,rank,40,2.1,2500,1,31,0,0.0004,1.0127071914576963e-05,0.002226620698675696,results/evidence/noisy/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p2p1.mat
waterfall,rank,40,2.2,2500,1,1,0,0.0004,1.0127071914576963e-05,0.002226620698675696,results/evidence/noisy/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p2p2.mat
waterfall,rank,40,2.3,2500,0,0,0,0.0,0,0.001474463690359561,results/evidence/noisy/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p2p3.mat
waterfall,rank,40,2.4,2500,0,0,0,0.0,0,0.001474463690359561,results/evidence/noisy/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p2p4.mat
waterfall,rank,40,2.5,2500,0,0,0,0.0,0,0.001474463690359561,results/evidence/noisy/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p2p5.mat
waterfall,rank,40,2.6,2500,0,0,0,0.0,0,0.001474463690359561,results/evidence/noisy/waterfall/rank/n_40/Rc_0p5/points/result_n_40_awgn_ebno_p2p6.mat
