panel,family,sequence,n_t,E_2,rate,asymptotic
vanishing,rank,E2=n_t^-1/2,726,0.037113480951260276,0.46854975364270246,0.5
vanishing,rank,E2=n_t^-1/2,792,0.035533452725935076,0.4698163442403539,0.5
vanishing,rank,E2=n_t^-1/2,864,0.034020690871988585,0.4710285800532252,0.5
vanishing,rank,E2=n_t^-1/2,944,0.03254722774520597,0.47220947313041167,0.5
vanishing,rank,E2=n_t^-1/2,1030,0.03115884764248779,0.47332281371604795,0.5
vanishing,rank,E2=n_t^-1/2,1124,0.02982749931359468,0.474391458780215,0.5
vanishing,rank,E2=n_t^-1/2,1226,0.02855977389887699,0.47541039399746227,0.5
vanishing,rank,E2=n_t^-1/2,1338,0.027338327590690405,0.47639376880532064,0.5
vanishing,rank,E2=n_t^-1/2,1462,0.026153289048297074,0.4773497274860215,0.5
vanishing,rank,E2=n_t^-1/2,1594,0.025047007249281213,0.47824415867996073,0.5
vanishing,rank,E2=n_t^-1/2,1740,0.023973165074269207,0.47911450973490166,0.5
vanishing,rank,E2=n_t^-1/2,1900,0.022941573387056175,0.4799528825500173,0.5
vanishing,rank,E2=n_t^-1/2,2072,0.02196873875818734,0.48074578386001143,0.5
vanishing,rank,E2=n_t^-1/2,2262,0.021025856676559002,0.4815166127271595,0.5
vanishing,rank,E2=n_t^-1/2,2468,0.020129242055711864,0.48225196104654533,0.5
vanishing,rank,E2=n_t^-1/2,2694,0.01926642802132291,0.4829619374993467,0.5
vanishing,rank,E2=n_t^-1/2,2940,0.01844277783908294,0.48364201230273507,0.5
vanishing,rank,E2=n_t^-1/2,3210,0.017650112740455196,0.48429880942752956,0.5
vanishing,rank,E2=n_t^-1/2,3502,0.01689825771046658,0.484924028396231,0.5
vanishing,rank,E2=n_t^-1/2,3822,0.016175386202065652,0.48552733348401467,0.5
vanishing,rank,E2=n_t^-1/2,4172,0.015482028055565812,0.48610814596642393,0.5
vanishing,rank,E2=n_t^-1/2,4552,0.014821729168218806,0.4866633251858075,0.5
vanishing,rank,E2=n_t^-1/2,4968,0.014187608845979145,0.4871984885846653,0.5
vanishing,rank,E2=n_t^-1/2,5422,0.013580640201036588,0.4877126633723789,0.5
vanishing,rank,E2=n_t^-1/2,5918,0.01299907709828787,0.48820717105284683,0.5
vanishing,rank,E2=n_t^-1/2,6458,0.01244374146972093,0.48868115080386765,0.5
vanishing,rank,E2=n_t^-1/2,7050,0.011909826683508273,0.48913855489371083,0.5
vanishing,rank,E2=n_t^-1/2,7694,0.011400500264927678,0.48957652088031767,0.5
vanishing,rank,E2=n_t^-1/2,8396,0.010913493271991717,0.48999684129548254,0.5
vanishing,rank,E2=n_t^-1/2,9162,0.01044731901345371,0.4904006540737259,0.5
vanishing,rank,E2=n_t^-1/2,10000,0.01,0.4907895394956771,0.5
fixed,exact-threshold,E2=0.1,24,0.1,0.19104010419671483,0.16666666666666666
fixed,exact-threshold,E2=0.1,26,0.1,0.18078614300542664,0.16666666666666666
fixed,exact-threshold,E2=0.1,28,0.1,0.171691247216343,0.16666666666666666
fixed,exact-threshold,E2=0.1,32,0.1,0.17453007814753613,0.16666666666666666
fixed,exact-threshold,E2=0.1,34,0.1,0.17904302474265704,0.16666666666666666
fixed,exact-threshold,E2=0.1,38,0.1,0.1728909370613407,0.16666666666666666
fixed,exact-threshold,E2=0.1,40,0.1,0.17267226489021298,0.16666666666666666
fixed,exact-threshold,E2=0.1,44,0.1,0.17339446863817295,0.16666666666666666
fixed,exact-threshold,E2=0.1,48,0.1,0.1702067708633815,0.16666666666666666
fixed,exact-threshold,E2=0.1,52,0.1,0.16899812614214288,0.16666666666666666
fixed,exact-threshold,E2=0.1,58,0.1,0.16664372271008923,0.16666666666666666
fixed,exact-threshold,E2=0.1,62,0.1,0.1651548149878891,0.16666666666666666
fixed,exact-threshold,E2=0.1,68,0.1,0.1630509241360344,0.16666666666666666
fixed,exact-threshold,E2=0.1,74,0.1,0.16113106599047394,0.16666666666666666
fixed,exact-threshold,E2=0.1,82,0.1,0.15915901173313915,0.16666666666666666
fixed,exact-threshold,E2=0.1,90,0.1,0.1573415342288436,0.16666666666666666
fixed,exact-threshold,E2=0.1,98,0.1,0.15582790517747946,0.16666666666666666
fixed,exact-threshold,E2=0.1,106,0.1,0.15448470642469922,0.16666666666666666
fixed,exact-threshold,E2=0.1,116,0.1,0.15303810215249855,0.16666666666666666
fixed,exact-threshold,E2=0.1,126,0.1,0.1517917182990333,0.16666666666666666
fixed,exact-threshold,E2=0.1,138,0.1,0.15050338710083774,0.16666666666666666
fixed,exact-threshold,E2=0.1,150,0.1,0.1493973466266295,0.16666666666666666
fixed,exact-threshold,E2=0.1,164,0.1,0.14828769858046892,0.16666666666666666
fixed,exact-threshold,E2=0.1,180,0.1,0.14720712789060209,0.16666666666666666
fixed,exact-threshold,E2=0.1,196,0.1,0.14628351932789185,0.16666666666666666
fixed,exact-threshold,E2=0.1,214,0.1,0.14539169292527598,0.16666666666666666
fixed,exact-threshold,E2=0.1,234,0.1,0.14454467906768192,0.16666666666666666
fixed,exact-threshold,E2=0.1,254,0.1,0.1438171715010887,0.16666666666666666
fixed,exact-threshold,E2=0.1,278,0.1,0.14306827466707697,0.16666666666666666
fixed,exact-threshold,E2=0.1,302,0.1,0.14242649529721466,0.16666666666666666
fixed,exact-threshold,E2=0.1,330,0.1,0.14178416385276904,0.16666666666666666
fixed,exact-threshold,E2=0.1,360,0.1,0.14119616027437912,0.16666666666666666
fixed,exact-threshold,E2=0.1,394,0.1,0.14062779341747578,0.16666666666666666
fixed,exact-threshold,E2=0.1,430,0.1,0.14011487817797633,0.16666666666666666
fixed,exact-threshold,E2=0.1,468,0.1,0.1396512569227802,0.16666666666666666
fixed,exact-threshold,E2=0.1,512,0.1,0.13919270833333336,0.16666666666666666
fixed,exact-threshold,E2=0.1,558,0.1,0.1387838239616662,0.16666666666666666
fixed,exact-threshold,E2=0.1,610,0.1,0.1383894346625411,0.16666666666666666
fixed,exact-threshold,E2=0.1,666,0.1,0.13802771690043608,0.16666666666666666
fixed,exact-threshold,E2=0.1,726,0.1,0.13769688968686675,0.16666666666666666
fixed,exact-threshold,E2=0.1,792,0.1,0.13738609285356884,0.16666666666666666
fixed,exact-threshold,E2=0.1,864,0.1,0.13709679301781,0.16666666666666666
fixed,exact-threshold,E2=0.1,944,0.1,0.136822967178447,0.16666666666666666
fixed,exact-threshold,E2=0.1,1030,0.1,0.13657230699743386,0.16666666666666666
fixed,exact-threshold,E2=0.1,1124,0.1,0.13633879784110942,0.16666666666666666
fixed,exact-threshold,E2=0.1,1226,0.1,0.13612282307332538,0.16666666666666666
fixed,exact-threshold,E2=0.1,1338,0.1,0.13592074299966156,0.16666666666666666
fixed,exact-threshold,E2=0.1,1462,0.1,0.13573044404832477,0.16666666666666666
fixed,exact-threshold,E2=0.1,1594,0.1,0.13555801671141582,0.16666666666666666
fixed,exact-threshold,E2=0.1,1740,0.1,0.13539556927025595,0.16666666666666666
fixed,exact-threshold,E2=0.1,1900,0.1,0.13524417257951196,0.16666666666666666
fixed,exact-threshold,E2=0.1,2072,0.1,0.13510566413894573,0.16666666666666666
fixed,exact-threshold,E2=0.1,2262,0.1,0.13497544698113614,0.16666666666666666
fixed,exact-threshold,E2=0.1,2468,0.1,0.1348553655698473,0.16666666666666666
fixed,exact-threshold,E2=0.1,2694,0.1,0.13474332270916387,0.16666666666666666
fixed,exact-threshold,E2=0.1,2940,0.1,0.13463963723806394,0.16666666666666666
fixed,exact-threshold,E2=0.1,3210,0.1,0.13454292394413392,0.16666666666666666
fixed,exact-threshold,E2=0.1,3502,0.1,0.13445402278397428,0.16666666666666666
fixed,exact-threshold,E2=0.1,3822,0.1,0.1343711941446867,0.16666666666666666
fixed,exact-threshold,E2=0.1,4172,0.1,0.13429422526705978,0.16666666666666666
fixed,exact-threshold,E2=0.1,4552,0.1,0.13422321945242432,0.16666666666666666
fixed,exact-threshold,E2=0.1,4968,0.1,0.13415716917996648,0.16666666666666666
fixed,exact-threshold,E2=0.1,5422,0.1,0.1340959430344177,0.16666666666666666
fixed,exact-threshold,E2=0.1,5918,0.1,0.13403914013637458,0.16666666666666666
fixed,exact-threshold,E2=0.1,6458,0.1,0.13398662494712577,0.16666666666666666
fixed,exact-threshold,E2=0.1,7050,0.1,0.1339377497655874,0.16666666666666666
fixed,exact-threshold,E2=0.1,7694,0.1,0.1338926227412831,0.16666666666666666
fixed,exact-threshold,E2=0.1,8396,0.1,0.1338508609834561,0.16666666666666666
fixed,exact-threshold,E2=0.1,9162,0.1,0.13381217517454405,0.16666666666666666
fixed,exact-threshold,E2=0.1,10000,0.1,0.1337762570793183,0.16666666666666666
fixed,exact-threshold,E2=0.01,24,0.01,0.215413541726763,0.16666666666666666
fixed,exact-threshold,E2=0.01,26,0.01,0.2192476814669651,0.16666666666666666
fixed,exact-threshold,E2=0.01,28,0.01,0.21890296489089164,0.16666666666666666
fixed,exact-threshold,E2=0.01,32,0.01,0.21272984131430012,0.16666666666666666
fixed,exact-threshold,E2=0.01,34,0.01,0.20845478944853937,0.16666666666666666
fixed,exact-threshold,E2=0.01,38,0.01,0.20916755872591258,0.16666666666666666
fixed,exact-threshold,E2=0.01,40,0.01,0.20572046726239704,0.16666666666666666
fixed,exact-threshold,E2=0.01,44,0.01,0.20415894487941613,0.16666666666666666
fixed,exact-threshold,E2=0.01,48,0.01,0.20150886129107282,0.16666666666666666
fixed,exact-threshold,E2=0.01,52,0.01,0.19947817423293437,0.16666666666666666
fixed,exact-threshold,E2=0.01,58,0.01,0.19676844563457258,0.16666666666666666
fixed,exact-threshold,E2=0.01,62,0.01,0.195224894030509,0.16666666666666666
fixed,exact-threshold,E2=0.01,68,0.01,0.1931155435383646,0.16666666666666666
fixed,exact-threshold,E2=0.01,74,0.01,0.19128239462171434,0.16666666666666666
fixed,exact-threshold,E2=0.01,82,0.01,0.18917524528866084,0.16666666666666666
fixed,exact-threshold,E2=0.01,90,0.01,0.18737366378519554,0.16666666666666666
fixed,exact-threshold,E2=0.01,98,0.01,0.18583026032438643,0.16666666666666666
fixed,exact-threshold,E2=0.01,106,0.01,0.1844901673598433,0.16666666666666666
fixed,exact-threshold,E2=0.01,116,0.01,0.1830400598238341,0.16666666666666666
fixed,exact-threshold,E2=0.01,126,0.01,0.18179168281004152,0.16666666666666666
fixed,exact-threshold,E2=0.01,138,0.01,0.18050367019194188,0.16666666666666666
fixed,exact-threshold,E2=0.01,150,0.01,0.17939737139312473,0.16666666666666666
fixed,exact-threshold,E2=0.01,164,0.01,0.17828770689916412,0.16666666666666666
fixed,exact-threshold,E2=0.01,180,0.01,0.177207135255476,0.16666666666666666
fixed,exact-threshold,E2=0.01,196,0.01,0.17628352014255483,0.16666666666666666
fixed,exact-threshold,E2=0.01,214,0.01,0.1753916931225093,0.16666666666666666
fixed,exact-threshold,E2=0.01,234,0.01,0.17454467908761112,0.16666666666666666
fixed,exact-threshold,E2=0.01,254,0.01,0.1738171715049218,0.16666666666666666
fixed,exact-threshold,E2=0.01,278,0.01,0.17306827466753286,0.16666666666666666
fixed,exact-threshold,E2=0.01,302,0.01,0.1724264952972682,0.16666666666666666
fixed,exact-threshold,E2=0.01,330,0.01,0.17178416385277354,0.16666666666666666
fixed,exact-threshold,E2=0.01,360,0.01,0.17119616027437934,0.16666666666666666
fixed,exact-threshold,E2=0.01,394,0.01,0.17062779341747578,0.16666666666666666
fixed,exact-threshold,E2=0.01,430,0.01,0.1701148781779763,0.16666666666666666
fixed,exact-threshold,E2=0.01,468,0.01,0.1696512569227802,0.16666666666666666
fixed,exact-threshold,E2=0.01,512,0.01,0.16919270833333333,0.16666666666666666
fixed,exact-threshold,E2=0.01,558,0.01,0.1687838239616662,0.16666666666666666
fixed,exact-threshold,E2=0.01,610,0.01,0.1683894346625411,0.16666666666666666
fixed,exact-threshold,E2=0.01,666,0.01,0.16802771690043602,0.16666666666666666
fixed,exact-threshold,E2=0.01,726,0.01,0.16769688968686675,0.16666666666666666
fixed,exact-threshold,E2=0.01,792,0.01,0.16738609285356884,0.16666666666666666
fixed,exact-threshold,E2=0.01,864,0.01,0.16709679301780997,0.16666666666666666
fixed,exact-threshold,E2=0.01,944,0.01,0.16682296717844697,0.16666666666666666
fixed,exact-threshold,E2=0.01,1030,0.01,0.16657230699743383,0.16666666666666666
fixed,exact-threshold,E2=0.01,1124,0.01,0.16633879784110941,0.16666666666666666
fixed,exact-threshold,E2=0.01,1226,0.01,0.1661228230733254,0.16666666666666666
fixed,exact-threshold,E2=0.01,1338,0.01,0.16592074299966153,0.16666666666666666
fixed,exact-threshold,E2=0.01,1462,0.01,0.16573044404832477,0.16666666666666666
fixed,exact-threshold,E2=0.01,1594,0.01,0.16555801671141582,0.16666666666666666
fixed,exact-threshold,E2=0.01,1740,0.01,0.16539556927025598,0.16666666666666666
fixed,exact-threshold,E2=0.01,1900,0.01,0.165244172579512,0.16666666666666666
fixed,exact-threshold,E2=0.01,2072,0.01,0.1651056641389457,0.16666666666666666
fixed,exact-threshold,E2=0.01,2262,0.01,0.1649754469811361,0.16666666666666666
fixed,exact-threshold,E2=0.01,2468,0.01,0.16485536556984728,0.16666666666666666
fixed,exact-threshold,E2=0.01,2694,0.01,0.16474332270916386,0.16666666666666666
fixed,exact-threshold,E2=0.01,2940,0.01,0.16463963723806394,0.16666666666666666
fixed,exact-threshold,E2=0.01,3210,0.01,0.1645429239441339,0.16666666666666666
fixed,exact-threshold,E2=0.01,3502,0.01,0.16445402278397425,0.16666666666666666
fixed,exact-threshold,E2=0.01,3822,0.01,0.16437119414468668,0.16666666666666666
fixed,exact-threshold,E2=0.01,4172,0.01,0.16429422526705972,0.16666666666666666
fixed,exact-threshold,E2=0.01,4552,0.01,0.16422321945242435,0.16666666666666666
fixed,exact-threshold,E2=0.01,4968,0.01,0.16415716917996653,0.16666666666666666
fixed,exact-threshold,E2=0.01,5422,0.01,0.16409594303441766,0.16666666666666666
fixed,exact-threshold,E2=0.01,5918,0.01,0.16403914013637455,0.16666666666666666
fixed,exact-threshold,E2=0.01,6458,0.01,0.1639866249471257,0.16666666666666666
fixed,exact-threshold,E2=0.01,7050,0.01,0.1639377497655874,0.16666666666666666
fixed,exact-threshold,E2=0.01,7694,0.01,0.1638926227412831,0.16666666666666666
fixed,exact-threshold,E2=0.01,8396,0.01,0.16385086098345608,0.16666666666666666
fixed,exact-threshold,E2=0.01,9162,0.01,0.16381217517454405,0.16666666666666666
fixed,exact-threshold,E2=0.01,10000,0.01,0.16377625707931834,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,24,0.20412414523193154,0.14937343753004817,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,26,0.19611613513818404,0.14232460454388815,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,28,0.1889822365046136,0.1359769615020573,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,32,0.17677669529663687,0.15625,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,34,0.17149858514250882,0.14963126003677468,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,38,0.16222142113076254,0.15349710563591423,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,40,0.15811388300841897,0.15804820237218406,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,44,0.15075567228888181,0.154121811671015,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,48,0.14433756729740646,0.1540066129745575,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,52,0.1386750490563073,0.15692060263035362,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,58,0.13130643285972254,0.155653551664998,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,62,0.1270001270001905,0.15571993594399947,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,68,0.12126781251816648,0.1560444823133434,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,74,0.11624763874381928,0.15582947919616638,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,82,0.11043152607484653,0.1556944261067779,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,90,0.10540925533894598,0.1555516415169819,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,98,0.10101525445522107,0.1554771598323631,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,106,0.09712858623572641,0.1554429418547491,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,116,0.09284766908852593,0.155423774075684,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,126,0.0890870806374748,0.1554288263381897,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,138,0.08512565307587486,0.15546175193793854,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,150,0.08164965809277261,0.1555141208514968,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,164,0.07808688094430304,0.15559207708415965,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,180,0.07453559924999299,0.15569526738353173,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,196,0.07142857142857142,0.15580732934022146,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,214,0.06835859270246633,0.15593882887777458,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,234,0.06537204504606134,0.15608733073614406,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,254,0.06274558051381586,0.15623531133332202,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,278,0.05997601439040672,0.1564096032040099,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,302,0.0575435337648436,0.15657865070898316,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,330,0.055048188256318034,0.15676810110066752,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,360,0.05270462766947299,0.156961284384555,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,394,0.05037927218598784,0.15716803602214652,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,430,0.04822428221704121,0.15737345077229592,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,468,0.046225016352102424,0.15757625147207938,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,512,0.044194173824159216,0.15779465039194693,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,558,0.04233337566673017,0.15800603207275613,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,610,0.0404888165089458,0.15822649582622583,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,666,0.03874921291460643,0.1584446459289006,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,726,0.037113480951260276,0.1586590627031133,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,792,0.035533452725935076,0.15887494194492385,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,864,0.034020690871988585,0.15908989606048043,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,944,0.03254722774520597,0.15930722459671165,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,1030,0.03115884764248779,0.15951935778327123,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,1124,0.02982749931359468,0.1597296314032445,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,1226,0.02855977389887699,0.15993623177369973,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,1338,0.027338327590690405,0.16014130046943142,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,1462,0.026153289048297074,0.1603460143655591,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,1594,0.025047007249281213,0.16054234762832206,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,1740,0.023973165074269207,0.16073784757883286,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,1900,0.022941573387056175,0.1609303147838266,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,2072,0.02196873875818734,0.1611160845528833,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,2262,0.021025856676559002,0.16130016142228312,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,2468,0.020129242055711864,0.16147895155127667,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,2694,0.01926642802132291,0.16165451336872289,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,2940,0.01844277783908294,0.16182537795836963,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,3210,0.017650112740455196,0.1619928863639822,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,3502,0.01689825771046658,0.16215460354715205,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,3822,0.016175386202065652,0.16231273207733146,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,4172,0.015482028055565812,0.16246688258187114,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,4552,0.014821729168218806,0.16261597639635145,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,4968,0.014187608845979145,0.1627612995646401,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,5422,0.013580640201036588,0.1629023963007388,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,5918,0.01299907709828787,0.16303944777027862,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,6458,0.01244374146972093,0.16317204445721872,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,7050,0.011909826683508273,0.16330114087108466,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,7694,0.011400500264927678,0.16342578931964055,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,8396,0.010913493271991717,0.16354636322612556,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,9162,0.01044731901345371,0.16366306883672613,0.16666666666666666
vanishing,exact-threshold,E2=n_t^-1/2,10000,0.01,0.16377625707931834,0.16666666666666666
