source_file,source_kind,func_type,n,r,L,K,m,S,rate,exact_fixed_fpr,position_mc_fpr,uniform_joint_mc,proposition1_joint_average,theorem_bound
/Users/yangshuo/Git/ID_RS_code/results_temp/fixed_msg_exact-threshold_E2_0.10/fixed_msg_result_n_24.mat,single_fixed_message,exact-threshold,24,12,4096,2,24,276,0.191040104196715,0.06640625,0.066415,NaN,0.0655838251113892,0.0673828125
/Users/yangshuo/Git/ID_RS_code/results_temp/fixed_msg_exact-threshold_E2_0.10/fixed_msg_result_n_26.mat,single_fixed_message,exact-threshold,26,13,8192,2,26,325,0.180786143005427,0.0390625,0.039222,NaN,0.0390453338623047,0.0396728515625
/Users/yangshuo/Git/ID_RS_code/results_temp/fixed_msg_exact-threshold_E2_0.10/fixed_msg_result_n_28.mat,single_fixed_message,exact-threshold,28,14,16384,2,28,378,0.171691247216343,0.02288818359375,0.022707,NaN,0.0228574424982071,0.0230712890625
/Users/yangshuo/Git/ID_RS_code/results_temp/fixed_msg_exact-threshold_E2_0.10/fixed_msg_result_n_30.mat,single_fixed_message,exact-threshold,30,15,32768,3,45,990,0.183061769877656,0.03009033203125,0.030043,NaN,0.0297752180786688,0.0604248046875
/Users/yangshuo/Git/ID_RS_code/results_temp/fixed_msg_exact-threshold_E2_0.10/fixed_msg_result_n_32.mat,single_fixed_message,exact-threshold,32,16,65536,3,48,1128,0.174530078147536,0.017242431640625,0.016883,NaN,0.0170755721588591,0.034423828125
/Users/yangshuo/Git/ID_RS_code/results_temp/fixed_msg_exact-threshold_E2_0.10/fixed_msg_result_n_34.mat,single_fixed_message,exact-threshold,34,17,131072,4,68,2278,0.179043024742657,0.0176773071289062,0.017727,NaN,0.0172370921936817,0.0521392822265625
/Users/yangshuo/Git/ID_RS_code/results_temp/fixed_msg_exact-threshold_E2_0.10/fixed_msg_result_n_36.mat,single_fixed_message,exact-threshold,36,18,262144,5,90,4005,0.180329252675824,0.0150375366210938,0.015133,NaN,0.0151562610408291,0.0611114501953125
/Users/yangshuo/Git/ID_RS_code/results_temp/fixed_msg_exact-threshold_E2_0.10/fixed_msg_result_n_38.mat,single_fixed_message,exact-threshold,38,19,524288,5,95,4465,0.172890937061341,0.00854301452636719,0.008679,NaN,0.00848064336241805,0.0340652465820312
/Users/yangshuo/Git/ID_RS_code/results_temp/fixed_msg_exact-threshold_E2_0.10/fixed_msg_result_n_40.mat,single_fixed_message,exact-threshold,40,20,1048576,6,120,7140,0.172672264890213,0.00677680969238281,0.006917,NaN,0.00678606936162396,0.0340461730957031
/Users/yangshuo/Git/ID_RS_code/results_temp/fixed_msg_exact-threshold_E2_0.10/fixed_msg_result_n_42.mat,single_fixed_message,exact-threshold,42,21,2097152,8,168,14028,0.176007557685209,0.00661706924438477,0.006591,NaN,0.00666602317983234,0.0468235015869141
/Users/yangshuo/Git/ID_RS_code/results/exact-threshold_E2_0.10/result_n_24.mat,uniform_message_position_mc,exact-threshold,24,12,4096,2,24,276,0.191040104196715,NaN,NaN,0.0655565,0.0655838251113892,0.0673828125
/Users/yangshuo/Git/ID_RS_code/results_temp/exact-threshold_E2_0.10/result_n_24.mat,uniform_message_position_mc,exact-threshold,24,12,4096,2,24,276,0.191040104196715,NaN,NaN,0.06554763,0.0655838251113892,0.0673828125
/Users/yangshuo/Git/ID_RS_code/results/exact-threshold_E2_0.10/result_n_26.mat,uniform_message_position_mc,exact-threshold,26,13,8192,2,26,325,0.180786143005427,NaN,NaN,0.03903017,0.0390453338623047,0.0396728515625
/Users/yangshuo/Git/ID_RS_code/results_temp/exact-threshold_E2_0.10/result_n_26.mat,uniform_message_position_mc,exact-threshold,26,13,8192,2,26,325,0.180786143005427,NaN,NaN,0.03906494,0.0390453338623047,0.0396728515625
/Users/yangshuo/Git/ID_RS_code/results/exact-threshold_E2_0.10/result_n_28.mat,uniform_message_position_mc,exact-threshold,28,14,16384,2,28,378,0.171691247216343,NaN,NaN,0.02284409,0.0228574424982071,0.0230712890625
/Users/yangshuo/Git/ID_RS_code/results_temp/exact-threshold_E2_0.10/result_n_28.mat,uniform_message_position_mc,exact-threshold,28,14,16384,2,28,378,0.171691247216343,NaN,NaN,0.02285261,0.0228574424982071,0.0230712890625
/Users/yangshuo/Git/ID_RS_code/results/exact-threshold_E2_0.10/result_n_30.mat,uniform_message_position_mc,exact-threshold,30,15,32768,3,45,990,0.183061769877656,NaN,NaN,0.02975859,0.0297752301858623,0.0604248046875
/Users/yangshuo/Git/ID_RS_code/results_temp/exact-threshold_E2_0.10/result_n_30.mat,uniform_message_position_mc,exact-threshold,30,15,32768,3,45,990,0.183061769877656,NaN,NaN,0.02976242,0.0297752301858623,0.0604248046875
/Users/yangshuo/Git/ID_RS_code/results/exact-threshold_E2_0.10/result_n_32.mat,uniform_message_position_mc,exact-threshold,32,16,65536,3,48,1128,0.174530078147536,NaN,NaN,0.01710576,0.0170755761169801,0.034423828125
/Users/yangshuo/Git/ID_RS_code/results_temp/exact-threshold_E2_0.10/result_n_32.mat,uniform_message_position_mc,exact-threshold,32,16,65536,3,48,1128,0.174530078147536,NaN,NaN,0.01705913,0.0170755761169801,0.034423828125
/Users/yangshuo/Git/ID_RS_code/results/exact-threshold_E2_0.10/result_n_34.mat,uniform_message_position_mc,exact-threshold,34,17,131072,4,68,2278,0.179043024742657,NaN,NaN,0.01725494,0.0172370943473652,0.0521392822265625
