source_file,function_type,function_label,n,E2,ldpc_code_rate,ebno_db,channel_uses_per_bfc_decision,parallel_bfc_rate,frames,stopping_mode,coded_false_positive_count,coded_negative_trials,coded_false_negative_count,coded_positive_trials,coded_fpr,coded_fnr,coded_max_fpr_fnr,coded_fp_plus_fn_over_trials,coded_max_ci95_lower,coded_max_ci95_upper,coded_max_zero_event_upper95,uncoded_false_positive_count,uncoded_negative_trials,uncoded_false_negative_count,uncoded_positive_trials,uncoded_fpr,uncoded_fnr,uncoded_max_fpr_fnr,uncoded_fp_plus_fn_over_trials,uncoded_max_ci95_lower,uncoded_max_ci95_upper,uncoded_max_zero_event_upper95,noiseless_false_positive_count,noiseless_negative_trials,noiseless_false_negative_count,noiseless_positive_trials,noiseless_fpr,noiseless_fnr,noiseless_max_fpr_fnr,noiseless_fp_plus_fn_over_trials,noiseless_max_ci95_lower,noiseless_max_ci95_upper,noiseless_max_zero_event_upper95
results/noisy_channel_confirmatory_bp/rate_pareto/exact-threshold/n_42/Rc_0p3333/points/result_n_42_awgn_ebno_p1p0.mat,exact-threshold,Exact threshold,42,0.1,0.333333333333333,1,126.070038910506,0.0586365919029056,2500,fixed_frames,4224,642500,0,642500,0.00657431906614786,0,0.00657431906614786,0.00328715953307393,0.00637354085603113,0.00677509727626459,NaN,4299,642500,572160,642500,0.00669105058365759,0.89052140077821,0.89052140077821,0.448606225680934,0.889775875486381,0.891257587548638,NaN,4224,642500,0,642500,0.00657431906614786,0,0.00657431906614786,0.00328715953307393,0.00637821011673152,0.00678132295719844,NaN
results/noisy_channel_confirmatory_bp/rate_pareto/exact-threshold/n_42/Rc_0p3333/points/result_n_42_awgn_ebno_p1p5.mat,exact-threshold,Exact threshold,42,0.1,0.333333333333333,1.5,126.070038910506,0.0586365919029056,2500,fixed_frames,4224,642500,0,642500,0.00657431906614786,0,0.00657431906614786,0.00328715953307393,0.00637509727626459,0.0067875486381323,NaN,4236,642500,540771,642500,0.00659299610894942,0.841666926070039,0.841666926070039,0.424129961089494,0.840859143968872,0.842512062256809,NaN,4224,642500,0,642500,0.00657431906614786,0,0.00657431906614786,0.00328715953307393,0.00638132295719844,0.00677821011673152,NaN
results/noisy_channel_confirmatory_bp/rate_pareto/exact-threshold/n_42/Rc_0p3333/points/result_n_42_awgn_ebno_p2p0.mat,exact-threshold,Exact threshold,42,0.1,0.333333333333333,2,126.070038910506,0.0586365919029056,2500,fixed_frames,4224,642500,0,642500,0.00657431906614786,0,0.00657431906614786,0.00328715953307393,0.00637665369649805,0.00676887159533074,NaN,4217,642500,498522,642500,0.00656342412451362,0.775909727626459,0.775909727626459,0.391236575875486,0.774865369649805,0.776866926070039,NaN,4224,642500,0,642500,0.00657431906614786,0,0.00657431906614786,0.00328715953307393,0.00638599221789883,0.00676575875486381,NaN
results/noisy_channel_confirmatory_bp/rate_pareto/exact-threshold/n_42/Rc_0p3333/points/result_n_42_awgn_ebno_p2p5.mat,exact-threshold,Exact threshold,42,0.1,0.333333333333333,2.5,126.070038910506,0.0586365919029056,2500,fixed_frames,4224,642500,0,642500,0.00657431906614786,0,0.00657431906614786,0.00328715953307393,0.0063704280155642,0.00676420233463035,NaN,4308,642500,446456,642500,0.00670505836575875,0.694873151750973,0.694873151750973,0.350789105058366,0.693702723735409,0.696031128404669,NaN,4224,642500,0,642500,0.00657431906614786,0,0.00657431906614786,0.00328715953307393,0.00638443579766537,0.00676108949416342,NaN
results/noisy_channel_confirmatory_bp/rate_pareto/exact-threshold/n_42/Rc_0p4/points/result_n_42_awgn_ebno_p1p0.mat,exact-threshold,Exact threshold,42,0.1,0.4,1,105.024311183144,0.0703867260780015,2500,fixed_frames,5128,771250,0,771250,0.00664894651539708,0,0.00664894651539708,0.00332447325769854,0.00647398154403098,0.00683298347247812,NaN,5158,771250,687723,771250,0.00668784440842788,0.891699189627228,0.891699189627228,0.449193517017828,0.890992636810244,0.89235873851049,NaN,5128,771250,0,771250,0.00664894651539708,0,0.00664894651539708,0.00332447325769854,0.00647169879824275,0.00682584120323605,NaN
results/noisy_channel_confirmatory_bp/rate_pareto/exact-threshold/n_42/Rc_0p4/points/result_n_42_awgn_ebno_p1p5.mat,exact-threshold,Exact threshold,42,0.1,0.4,1.5,105.024311183144,0.0703867260780015,2500,fixed_frames,5128,771250,2,771250,0.00664894651539708,2.59319286871961e-06,0.00664894651539708,0.0033257698541329,0.00646867767469903,0.00682523938256478,NaN,5104,771250,649458,771250,0.00661782820097245,0.842084927066451,0.842084927066451,0.424351377633712,0.841278546627563,0.842892483546575,NaN,5128,771250,0,771250,0.00664894651539708,0,0.00664894651539708,0.00332447325769854,0.00647411585464683,0.0068234915844036,NaN
results/noisy_channel_confirmatory_bp/rate_pareto/exact-threshold/n_42/Rc_0p4/points/result_n_42_awgn_ebno_p2p0.mat,exact-threshold,Exact threshold,42,0.1,0.4,2,105.024311183144,0.0703867260780015,2500,fixed_frames,5128,771250,0,771250,0.00664894651539708,0,0.00664894651539708,0.00332447325769854,0.00648142505779346,0.00682378353708739,NaN,5326,771250,598187,771250,0.00690567260940032,0.775607131280389,0.775607131280389,0.391256401944895,0.774688996828377,0.77654673628498,NaN,5128,771250,0,771250,0.00664894651539708,0,0.00664894651539708,0.00332447325769854,0.00647658316477361,0.0068254075276569,NaN
results/noisy_channel_confirmatory_bp/rate_pareto/exact-threshold/n_42/Rc_0p4/points/result_n_42_awgn_ebno_p2p5.mat,exact-threshold,Exact threshold,42,0.1,0.4,2.5,105.024311183144,0.0703867260780015,2500,fixed_frames,5128,771250,0,771250,0.00664894651539708,0,0.00664894651539708,0.00332447325769854,0.00647486678162559,0.00682456219973158,NaN,5297,771250,535053,771250,0.00686807131280389,0.693747811993517,0.693747811993517,0.35030794165316,0.692681421471444,0.694774908878259,NaN,5128,771250,0,771250,0.00664894651539708,0,0.00664894651539708,0.00332447325769854,0.00646737270115241,0.00683182861951421,NaN
results/noisy_channel_confirmatory_bp/rate_pareto/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p1p0.mat,exact-threshold,Exact threshold,42,0.1,0.5,1,84.0466926070039,0.0879548878543584,2500,fixed_frames,6450,963750,383,963750,0.00669260700389105,0.000397405966277562,0.00669260700389105,0.00354500648508431,0.00653396061568856,0.00685645033431421,NaN,6462,963750,858820,963750,0.00670505836575875,0.891123216601816,0.891123216601816,0.448914137483787,0.89045812100969,0.891719315647979,NaN,6452,963750,0,963750,0.006694682230869,0,0.006694682230869,0.0033473411154345,0.0065318311332286,0.00684943588913481,NaN
results/noisy_channel_confirmatory_bp/rate_pareto/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p1p5.mat,exact-threshold,Exact threshold,42,0.1,0.5,1.5,84.0466926070039,0.0879548878543584,2500,fixed_frames,6449,963750,381,963750,0.00669156939040207,0.000395330739299611,0.00669156939040207,0.00354345006485084,0.00653063087927983,0.00685441069811021,NaN,6243,963750,810977,963750,0.00647782101167315,0.841480674448768,0.841480674448768,0.42397924773022,0.840746447526108,0.842160092554643,NaN,6452,963750,0,963750,0.006694682230869,0,0.006694682230869,0.0033473411154345,0.00653794153932674,0.00685247769364942,NaN
results/noisy_channel_confirmatory_bp/rate_pareto/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p2p0.mat,exact-threshold,Exact threshold,42,0.1,0.5,2,84.0466926070039,0.0879548878543584,2500,fixed_frames,6452,963750,0,963750,0.006694682230869,0,0.006694682230869,0.0033473411154345,0.00653385214007782,0.00685972683532194,NaN,6488,963750,747572,963750,0.00673203631647211,0.775690791180285,0.775690791180285,0.391211413748379,0.77482993620792,0.77654728602379,NaN,6452,963750,0,963750,0.006694682230869,0,0.006694682230869,0.0033473411154345,0.00652990495164571,0.00685133343156034,NaN
results/noisy_channel_confirmatory_bp/rate_pareto/exact-threshold/n_42/Rc_0p5/points/result_n_42_awgn_ebno_p2p5.mat,exact-threshold,Exact threshold,42,0.1,0.5,2.5,84.0466926070039,0.0879548878543584,2500,fixed_frames,6452,963750,0,963750,0.006694682230869,0,0.006694682230869,0.0033473411154345,0.00652557154522919,0.00685744524108449,NaN,6527,963750,668363,963750,0.00677250324254215,0.693502464332036,0.693502464332036,0.350137483787289,0.692591274465147,0.694415248214073,NaN,6452,963750,0,963750,0.006694682230869,0,0.006694682230869,0.0033473411154345,0.00653390637743296,0.00685571861565744,NaN
results/noisy_channel_confirmatory_bp/rate_pareto/exact-threshold/n_42/Rc_0p6/points/result_n_42_awgn_ebno_p1p0.mat,exact-threshold,Exact threshold,42,0.1,0.6,1,70.054054054054,0.105523049630715,2500,fixed_frames,7766,1156250,1105652,1156250,0.00671654054054054,0.956239567567568,0.956239567567568,0.481478054054054,0.954851225173925,0.957325969469254,NaN,7637,1156250,1030996,1156250,0.00660497297297297,0.891672216216216,0.891672216216216,0.449138594594595,0.891100634723775,0.892219261442606,NaN,7727,1156250,0,1156250,0.00668281081081081,0,0.00668281081081081,0.00334140540540541,0.00652802258342948,0.00683348641865115,NaN
results/noisy_channel_confirmatory_bp/rate_pareto/exact-threshold/n_42/Rc_0p6/points/result_n_42_awgn_ebno_p1p5.mat,exact-threshold,Exact threshold,42,0.1,0.6,1.5,70.054054054054,0.105523049630715,2500,fixed_frames,7727,1156250,0,1156250,0.00668281081081081,0,0.00668281081081081,0.00334140540540541,0.00653757570882837,0.00682989100023265,NaN,7758,1156250,972333,1156250,0.00670962162162162,0.840936648648649,0.840936648648649,0.423823135135135,0.840274510482253,0.841609169954458,NaN,7727,1156250,0,1156250,0.00668281081081081,0,0.00668281081081081,0.00334140540540541,0.00653394103453346,0.00683758614009354,NaN
results/noisy_channel_confirmatory_bp/rate_pareto/exact-threshold/n_42/Rc_0p6/points/result_n_42_awgn_ebno_p2p0.mat,exact-threshold,Exact threshold,42,0.1,0.6,2,70.054054054054,0.105523049630715,2500,fixed_frames,7727,1156250,0,1156250,0.00668281081081081,0,0.00668281081081081,0.00334140540540541,0.00653496978571076,0.0068325033427374,NaN,7629,1156250,895893,1156250,0.00659805405405405,0.774826378378378,0.774826378378378,0.390712216216216,0.774090766384627,0.775589294748996,NaN,7727,1156250,0,1156250,0.00668281081081081,0,0.00668281081081081,0.00334140540540541,0.00653080358030916,0.00682976104917307,NaN
results/noisy_channel_confirmatory_bp/rate_pareto/exact-threshold/n_42/Rc_0p6/points/result_n_42_awgn_ebno_p2p5.mat,exact-threshold,Exact threshold,42,0.1,0.6,2.5,70.054054054054,0.105523049630715,2500,fixed_frames,7727,1156250,0,1156250,0.00668281081081081,0,0.00668281081081081,0.00334140540540541,0.00652425276809412,0.00684195778068373,NaN,7827,1156250,801295,1156250,0.0067692972972973,0.693011891891892,0.693011891891892,0.349890594594595,0.692198254016851,0.693853035342712,NaN,7727,1156250,0,1156250,0.00668281081081081,0,0.00668281081081081,0.00334140540540541,0.00653059459459459,0.00682806677062279,NaN
results/noisy_channel_confirmatory_bp/rate_pareto/exact-threshold/n_42/Rc_0p6667/points/result_n_42_awgn_ebno_p1p0.mat,exact-threshold,Exact threshold,42,0.1,0.666666666666667,1,63.0350194552529,0.117273183805811,2500,fixed_frames,8476,1285000,1178082,1285000,0.00659610894941634,0.9167953307393,0.9167953307393,0.461695719844358,0.916147081712062,0.9174046692607,NaN,8634,1285000,1145396,1285000,0.00671906614785992,0.891358754863813,0.891358754863813,0.449038910505837,0.8908046692607,0.891902723735409,NaN,8595,1285000,0,1285000,0.00668871595330739,0,0.00668871595330739,0.0033443579766537,0.0065431906614786,0.00683735408560311,NaN
results/noisy_channel_confirmatory_bp/rate_pareto/exact-threshold/n_42/Rc_0p6667/points/result_n_42_awgn_ebno_p1p5.mat,exact-threshold,Exact threshold,42,0.1,0.666666666666667,1.5,63.0350194552529,0.117273183805811,2500,fixed_frames,8378,1285000,736522,1285000,0.00651984435797665,0.573168871595331,0.573168871595331,0.289844357976654,0.568736186770428,0.577408560311284,NaN,8688,1285000,1081894,1285000,0.00676108949416342,0.841940856031128,0.841940856031128,0.424350972762646,0.841291828793774,0.842576653696498,NaN,8595,1285000,0,1285000,0.00668871595330739,0,0.00668871595330739,0.0033443579766537,0.00654708171206226,0.00683190661478599,NaN
results/noisy_channel_confirmatory_bp/rate_pareto/exact-threshold/n_42/Rc_0p6667/points/result_n_42_awgn_ebno_p2p0.mat,exact-threshold,Exact threshold,42,0.1,0.666666666666667,2,63.0350194552529,0.117273183805811,2500,fixed_frames,8590,1285000,854,1285000,0.00668482490272374,0.000664591439688716,0.00668482490272374,0.00367470817120623,0.00653929961089494,0.00683035019455253,NaN,8487,1285000,995543,1285000,0.00660466926070039,0.774741634241245,0.774741634241245,0.390673151750973,0.774050583657587,0.775453696498055,NaN,8595,1285000,0,1285000,0.00668871595330739,0,0.00668871595330739,0.0033443579766537,0.00654396887159533,0.00683190661478599,NaN
results/noisy_channel_confirmatory_bp/rate_pareto/exact-threshold/n_42/Rc_0p6667/points/result_n_42_awgn_ebno_p2p5.mat,exact-threshold,Exact threshold,42,0.1,0.666666666666667,2.5,63.0350194552529,0.117273183805811,2500,fixed_frames,8593,1285000,901,1285000,0.00668715953307393,0.000701167315175097,0.00668715953307393,0.00369416342412451,0.00655175097276265,0.00682256809338521,NaN,8578,1285000,891905,1285000,0.00667548638132296,0.694089494163424,0.694089494163424,0.350382490272374,0.693308949416342,0.694872373540856,NaN,8595,1285000,0,1285000,0.00668871595330739,0,0.00668871595330739,0.0033443579766537,0.00654630350194552,0.00683813229571984,NaN
